PREDICATE,SUBJECT_NAME,OBJECT_NAME,Factuality_Score,Cancer_Type,Category,text,Predicted_Cancer_Type
PREDISPOSES,Extracellular Matrix Proteins,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,"Amino Acid, Peptide, or Protein",Extracellular Matrix Proteins Breast cancer metastatic,Female Breast Cancer
AFFECTS,Phenols,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Phenols Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,TRIM44,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,TRIM44 Malignant neoplasm of breast,Female Breast Cancer
DISRUPTS,Quinoxalines,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Quinoxalines Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,PXDNL,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,PXDNL Malignant neoplasm of breast,Female Breast Cancer
CAUSES,Vitamins,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Food,Vitamins Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,TUFT1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,TUFT1 Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,transcription factor PML,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",transcription factor PML Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Silence,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Other,Silence Breast cancer metastatic,Female Breast Cancer
AFFECTS,Premenopause,Noninfiltrating Intraductal Carcinoma,0.0109890109890109,Female Breast Cancer,Other,Premenopause Noninfiltrating Intraductal Carcinoma,Female Breast Cancer
PREDISPOSES,PTP4A3,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,PTP4A3 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,CDK12,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,CDK12 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Carcinosarcoma,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Neoplastic Process,Carcinosarcoma Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Tumor stage,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Neoplastic Process,Tumor stage Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Monocyte Chemoattractant Protein-1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein",Monocyte Chemoattractant Protein-1 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,JPH1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,JPH1 Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,Transcription Repressor/Corepressor,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Transcription Repressor/Corepressor Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,UBE2V1,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Other,UBE2V1 Breast cancer metastatic,Female Breast Cancer
AUGMENTS,RUNX2 gene|RUNX2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,RUNX2 gene|RUNX2 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,APRIN gene|PDS5B,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Gene or Genome,APRIN gene|PDS5B Breast cancer metastatic,Female Breast Cancer
AFFECTS,Chalcone,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Chalcone Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,BMX gene|BMX,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,BMX gene|BMX Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Mitogen-Activated Protein Kinase 3|MAPK3,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein",Mitogen-Activated Protein Kinase 3|MAPK3 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,everolimus,Noninfiltrating Intraductal Carcinoma,0.0109890109890109,Female Breast Cancer,Other,everolimus Noninfiltrating Intraductal Carcinoma,Female Breast Cancer
AFFECTS,Alternative Splicing,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,"Nucleic Acid, Nucleoside, or Nucleotide",Alternative Splicing Breast cancer metastatic,Female Breast Cancer
CAUSES,ethylene oxide,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,ethylene oxide Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,FAM53A,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,FAM53A Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Microbicides,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Microbicides Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,GABRA3 gene|GABRA3,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Gene or Genome,GABRA3 gene|GABRA3 Triple Negative Breast Neoplasms,Female Breast Cancer
AUGMENTS,paclitaxel,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Other,paclitaxel Triple Negative Breast Neoplasms,Female Breast Cancer
PREDISPOSES,HULC,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,HULC Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Trans Fatty Acids,estrogen receptor-negative breast cancer,0.0,Female Breast Cancer,Chemical,Trans Fatty Acids estrogen receptor-negative breast cancer,Female Breast Cancer
AFFECTS,TGFB1 gene|TGFB1,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Gene or Genome,TGFB1 gene|TGFB1 Triple Negative Breast Neoplasms,Female Breast Cancer
AFFECTS,silence,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Other,silence Triple Negative Breast Neoplasms,Female Breast Cancer
PREDISPOSES,Promoter,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Promoter Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,"nuclear receptor subfamily 1, group H, member 2",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,"nuclear receptor subfamily 1, group H, member 2 Malignant neoplasm of breast",Female Breast Cancer
DISRUPTS,MIR30A wt Allele,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,MIR30A wt Allele Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Nance-Horan syndrome,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Disease or Syndrome,Nance-Horan syndrome Triple Negative Breast Neoplasms,Female Breast Cancer
PREDISPOSES,intrauterine disorder,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Disease or Syndrome,intrauterine disorder Malignant neoplasm of breast,Female Breast Cancer
CAUSES,mercury,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Inorganic Chemical,mercury Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,CLDN11 gene|CLDN11,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,Gene or Genome,CLDN11 gene|CLDN11 Breast Carcinoma,Female Breast Cancer
COMPLICATES,Secondary malignant neoplasm of bone,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Neoplastic Process,Secondary malignant neoplasm of bone Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,MicroRNAs,"Breast Cancer, Familial",0.0,Female Breast Cancer,"Nucleic Acid, Nucleoside, or Nucleotide","MicroRNAs Breast Cancer, Familial",Female Breast Cancer
PREDISPOSES,RHPN1-AS1 gene|RHPN1-AS1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,RHPN1-AS1 gene|RHPN1-AS1 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,ABCB1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,ABCB1 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,BRCA2 gene|BRCA2,contralateral breast cancer,0.0029970029970029,Female Breast Cancer,Gene or Genome,BRCA2 gene|BRCA2 contralateral breast cancer,Female Breast Cancer
DISRUPTS,ibrutinib,Carcinoma breast stage IV,0.0,Female Breast Cancer,Other,ibrutinib Carcinoma breast stage IV,Female Breast Cancer
AUGMENTS,Ubiquitin,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Other,Ubiquitin Triple Negative Breast Neoplasms,Female Breast Cancer
CAUSES,Copy Number Polymorphism,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Other,Copy Number Polymorphism Triple Negative Breast Neoplasms,Female Breast Cancer
DISRUPTS,"Antibodies, Blocking",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,"Antibodies, Blocking Malignant neoplasm of breast",Female Breast Cancer
PREDISPOSES,TT genotype,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Other,TT genotype Triple Negative Breast Neoplasms,Female Breast Cancer
PREDISPOSES,opium alkaloids and derivative combination cough suppressants,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",opium alkaloids and derivative combination cough suppressants Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,tamoxifen,Early-Stage Breast Carcinoma,0.0,Female Breast Cancer,Pharmacologic Substance,tamoxifen Early-Stage Breast Carcinoma,Female Breast Cancer
AFFECTS,letrozole,Early-Stage Breast Carcinoma,0.0,Female Breast Cancer,Pharmacologic Substance,letrozole Early-Stage Breast Carcinoma,Female Breast Cancer
AFFECTS,Mutation,contralateral breast cancer,0.0029970029970029,Female Breast Cancer,"Element, Ion, or Isotope",Mutation contralateral breast cancer,Female Breast Cancer
AUGMENTS,SIRT4 gene|SIRT4,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,SIRT4 gene|SIRT4 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,TP53,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,Gene or Genome,TP53 Breast Carcinoma,Female Breast Cancer
AFFECTS,MIR221 gene|MIR221,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,MIR221 gene|MIR221 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Invasive carcinoma of breast,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Neoplastic Process,Invasive carcinoma of breast Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,LINC00963 gene|LINC00963,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,LINC00963 gene|LINC00963 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,29+,Invasive carcinoma of breast,0.0089910089910089,Female Breast Cancer,Other,29+ Invasive carcinoma of breast,Female Breast Cancer
AFFECTS,Polyunsaturated fat,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Polyunsaturated fat Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Patient Derived Xenograft,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Other,Patient Derived Xenograft Triple Negative Breast Neoplasms,Female Breast Cancer
DISRUPTS,"TGFB1 protein, human|TGFB1",Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,"Amino Acid, Peptide, or Protein","TGFB1 protein, human|TGFB1 Triple Negative Breast Neoplasms",Female Breast Cancer
PREDISPOSES,MIR221 gene|MIR221,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,MIR221 gene|MIR221 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,BHLHE40-AS1 gene|BHLHE40-AS1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,BHLHE40-AS1 gene|BHLHE40-AS1 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,SLX4IP gene|SLX4IP,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,SLX4IP gene|SLX4IP Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,olaparib,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Other,olaparib Triple Negative Breast Neoplasms,Female Breast Cancer
AFFECTS,Contrast enhanced spectral mammography,malignant neoplasm of breast staging,0.0,Female Breast Cancer,Other,Contrast enhanced spectral mammography malignant neoplasm of breast staging,Female Breast Cancer
CAUSES,SFN,Noninfiltrating Intraductal Carcinoma,0.0109890109890109,Female Breast Cancer,Other,SFN Noninfiltrating Intraductal Carcinoma,Female Breast Cancer
AFFECTS,MTOR gene|MTOR,Carcinoma breast stage IV,0.0,Female Breast Cancer,Gene or Genome,MTOR gene|MTOR Carcinoma breast stage IV,Female Breast Cancer
AFFECTS,SOX21-AS1 gene|SOX21-AS1,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Gene or Genome,SOX21-AS1 gene|SOX21-AS1 Triple Negative Breast Neoplasms,Female Breast Cancer
AFFECTS,Detection,malignant neoplasm of breast staging,0.0,Female Breast Cancer,"Element, Ion, or Isotope",Detection malignant neoplasm of breast staging,Female Breast Cancer
PREDISPOSES,STAT1 gene|STAT1,Basal-Like Breast Carcinoma,0.0039960039960039,Female Breast Cancer,Gene or Genome,STAT1 gene|STAT1 Basal-Like Breast Carcinoma,Female Breast Cancer
AUGMENTS,Transcriptome,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Transcriptome Malignant neoplasm of breast,Female Breast Cancer
DISRUPTS,Macrolides,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Macrolides Malignant neoplasm of breast,Female Breast Cancer
CAUSES,Gonadal Steroid Hormones,Invasive carcinoma of breast,0.0089910089910089,Female Breast Cancer,Hormone,Gonadal Steroid Hormones Invasive carcinoma of breast,Female Breast Cancer
PREDISPOSES,Rheumatoid Arthritis,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Rheumatoid Arthritis Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,fiber,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,fiber Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Immunohistochemistry,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Indicator, Reagent, or Diagnostic Aid",Immunohistochemistry Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,"CISH protein, human|CISH",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein","CISH protein, human|CISH Malignant neoplasm of breast",Female Breast Cancer
AUGMENTS,NOP2 gene|NOP2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,NOP2 gene|NOP2 Malignant neoplasm of breast,Female Breast Cancer
DISRUPTS,SNHG3 gene|SNHG3,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Gene or Genome,SNHG3 gene|SNHG3 Triple Negative Breast Neoplasms,Female Breast Cancer
CAUSES,MDC1 gene|MDC1,Basal-Like Breast Carcinoma,0.0039960039960039,Female Breast Cancer,Gene or Genome,MDC1 gene|MDC1 Basal-Like Breast Carcinoma,Female Breast Cancer
PREDISPOSES,FOXP1 gene|FOXP1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,FOXP1 gene|FOXP1 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,UBE2M gene|UBE2M,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,UBE2M gene|UBE2M Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,CD44,Inflammatory Breast Carcinoma,0.0009990009990009,Female Breast Cancer,Other,CD44 Inflammatory Breast Carcinoma,Female Breast Cancer
PREDISPOSES,Iodides,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Iodides Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,MLKL gene|MLKL,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,MLKL gene|MLKL Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,prolactin,Triple-Negative Breast Carcinoma,0.0,Female Breast Cancer,Other,prolactin Triple-Negative Breast Carcinoma,Female Breast Cancer
AFFECTS,subharmonic imaging,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,Other,subharmonic imaging Breast Carcinoma,Female Breast Cancer
DISRUPTS,OSW 1,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Other,OSW 1 Triple Negative Breast Neoplasms,Female Breast Cancer
PREDISPOSES,STAT3 gene|STAT3,Noninfiltrating Intraductal Carcinoma,0.0109890109890109,Female Breast Cancer,Gene or Genome,STAT3 gene|STAT3 Noninfiltrating Intraductal Carcinoma,Female Breast Cancer
CAUSES,HER2-positive carcinoma of breast,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein",HER2-positive carcinoma of breast Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Second line treatment,Carcinoma breast stage IV,0.0,Female Breast Cancer,Other,Second line treatment Carcinoma breast stage IV,Female Breast Cancer
AFFECTS,Hemangiosarcoma,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Neoplastic Process,Hemangiosarcoma Malignant neoplasm of breast,Female Breast Cancer
DISRUPTS,HEXIM1 gene|HEXIM1,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Gene or Genome,HEXIM1 gene|HEXIM1 Triple Negative Breast Neoplasms,Female Breast Cancer
PREDISPOSES,Hormone Receptor Positive,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Hormone,Hormone Receptor Positive Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,"Genes, Modifier",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,"Genes, Modifier Malignant neoplasm of breast",Female Breast Cancer
AFFECTS,Proliferation (morphologic abnormality),Breast Carcinoma,0.0279720279720279,Female Breast Cancer,"Element, Ion, or Isotope",Proliferation (morphologic abnormality) Breast Carcinoma,Female Breast Cancer
AUGMENTS,Suppressor,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Suppressor Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,"WWTR1 protein, human|WWTR1",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein","WWTR1 protein, human|WWTR1 Malignant neoplasm of breast",Female Breast Cancer
PREDISPOSES,LINC00160 gene|LINC00160,estrogen receptor-positive breast cancer,0.0089910089910089,Female Breast Cancer,Gene or Genome,LINC00160 gene|LINC00160 estrogen receptor-positive breast cancer,Female Breast Cancer
AUGMENTS,methanol,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,methanol Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,FOSB,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Other,FOSB Triple Negative Breast Neoplasms,Female Breast Cancer
AFFECTS,KLHL22 gene|KLHL22,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,KLHL22 gene|KLHL22 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Postmenopausal state,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Postmenopausal state Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Cytotoxic Chemotherapy,HER2-negative breast cancer,0.0,Female Breast Cancer,Hazardous or Poisonous Substance,Cytotoxic Chemotherapy HER2-negative breast cancer,Female Breast Cancer
DISRUPTS,HSP90 Heat-Shock Proteins|HSP90AA1,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,"Amino Acid, Peptide, or Protein",HSP90 Heat-Shock Proteins|HSP90AA1 Triple Negative Breast Neoplasms,Female Breast Cancer
PREDISPOSES,Procedure findings:Finding:Point in time:^Patient:Narrative,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Other,Procedure findings:Finding:Point in time:^Patient:Narrative Triple Negative Breast Neoplasms,Female Breast Cancer
AUGMENTS,Long Intergenic Non-Protein Coding RNA,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein",Long Intergenic Non-Protein Coding RNA Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,risk factors,Invasive carcinoma of breast,0.0089910089910089,Female Breast Cancer,Other,risk factors Invasive carcinoma of breast,Female Breast Cancer
PREDISPOSES,Cadherins,Noninfiltrating Intraductal Carcinoma,0.0109890109890109,Female Breast Cancer,Other,Cadherins Noninfiltrating Intraductal Carcinoma,Female Breast Cancer
PREDISPOSES,Pathogenic,contralateral breast cancer,0.0029970029970029,Female Breast Cancer,Virus,Pathogenic contralateral breast cancer,Female Breast Cancer
PREDISPOSES,information seeking,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",information seeking Malignant neoplasm of breast,Female Breast Cancer
DISRUPTS,RB1CC1 gene|RB1CC1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,RB1CC1 gene|RB1CC1 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,RUNX3 gene|RUNX3,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,RUNX3 gene|RUNX3 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Magnetic resonance imaging of breast,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Magnetic resonance imaging of breast Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,CXCR2 gene|CXCR2,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Gene or Genome,CXCR2 gene|CXCR2 Triple Negative Breast Neoplasms,Female Breast Cancer
AUGMENTS,SIRT6 gene|SIRT6,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,SIRT6 gene|SIRT6 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Ion Channel,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Ion Channel Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Eukaryotic Initiation Factors,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Eukaryotic Initiation Factors Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Flavanol,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Flavanol Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Epigallocatechin,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Epigallocatechin Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,SIRT1 gene|SIRT1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,SIRT1 gene|SIRT1 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,apigenin,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,apigenin Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,AGR2,estrogen receptor-positive breast cancer,0.0089910089910089,Female Breast Cancer,Other,AGR2 estrogen receptor-positive breast cancer,Female Breast Cancer
DISRUPTS,Reactive Oxygen Species,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Reactive Oxygen Species Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Vitamin D3 24-Hydroxylase|CYP24A1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Food,Vitamin D3 24-Hydroxylase|CYP24A1 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,BHLHE40 gene|BHLHE40,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,BHLHE40 gene|BHLHE40 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Epicatechin,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Epicatechin Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,"KRT10 protein, human|KRT10",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein","KRT10 protein, human|KRT10 Malignant neoplasm of breast",Female Breast Cancer
AUGMENTS,UBE2D2 gene|UBE2D2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,UBE2D2 gene|UBE2D2 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,CST3 gene|CST3,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,CST3 gene|CST3 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,P-Cadherin,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,P-Cadherin Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,PRS gene|PRS,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,PRS gene|PRS Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Easy,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Easy Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,C8A gene|C8A,HER2-positive carcinoma of breast,0.0089910089910089,Female Breast Cancer,Gene or Genome,C8A gene|C8A HER2-positive carcinoma of breast,Female Breast Cancer
AFFECTS,Radionuclide Imaging,malignant neoplasm of breast staging,0.0,Female Breast Cancer,"Element, Ion, or Isotope",Radionuclide Imaging malignant neoplasm of breast staging,Female Breast Cancer
CAUSES,CTBP1-AS2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,CTBP1-AS2 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,silence,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,silence Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Cancer-Predisposing Gene,"Breast Cancer, Familial",0.0,Female Breast Cancer,Gene or Genome,"Cancer-Predisposing Gene Breast Cancer, Familial",Female Breast Cancer
PREDISPOSES,NEAT1 gene|NEAT1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,NEAT1 gene|NEAT1 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Caffeinated coffee,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Caffeinated coffee Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,steroid glycoside,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Steroid,steroid glycoside Triple Negative Breast Neoplasms,Female Breast Cancer
PREDISPOSES,5-methyltetrahydrofolate,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,5-methyltetrahydrofolate Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Hypertrophy,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Hypertrophy Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,SNAI3 gene|SNAI3,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,SNAI3 gene|SNAI3 Malignant neoplasm of breast,Female Breast Cancer
DISRUPTS,lapatinib,HER2-positive carcinoma of breast,0.0089910089910089,Female Breast Cancer,Other,lapatinib HER2-positive carcinoma of breast,Female Breast Cancer
CAUSES,rucaparib,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Other,rucaparib Triple Negative Breast Neoplasms,Female Breast Cancer
PREDISPOSES,Vascular Endothelial Growth Factor A,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Biologically Active Substance,Vascular Endothelial Growth Factor A Malignant neoplasm of breast,Female Breast Cancer
