PREDICATE,SUBJECT_NAME,OBJECT_NAME,cause_category,factuality_score,Factuality_Score
PREDISPOSES,Arrestins,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,BACH1,Breast cancer metastatic,Other,0.0,0.027972027972027972
AUGMENTS,chromosome decondensation factors,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
CAUSES,PHB2|SIL1,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
CAUSES,Advance,Breast cancer invasive NOS,Other,0.0,0.00999000999000999
AFFECTS,VEGFA,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
DISRUPTS,MAPK14 gene|MAPK14,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
PREDISPOSES,Protein Isoforms,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AUGMENTS,DNA Adducts,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,SLX4,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
CAUSES,Tetradecanoylphorbol Acetate,Breast Carcinoma,Other,0.0,0.027972027972027972
PREDISPOSES,amsonic acid,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Alcoholic Liver Diseases,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AUGMENTS,AKT1 gene|AKT1,Sporadic Breast Carcinoma,Genetic Factors,0.0,0.0
PREDISPOSES,Catechol O-Methyltransferase|EREG|ESR1,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Sex Hormone-Binding Globulin,Malignant neoplasm of breast,Demographic Factors,0.0,0.3386613386613387
PREDISPOSES,MRE11,Breast cancer recurrent,Other,0.0,0.004995004995004995
AUGMENTS,protein-tyrosine kinase c-src|SRC,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,vasodilator-stimulated phosphoprotein,Breast cancer metastatic,Other,0.0,0.027972027972027972
PREDISPOSES,Methyltransferase,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
DISRUPTS,hesperetin,Breast Carcinoma,Other,0.0,0.027972027972027972
PREDISPOSES,BRIP1,Carcinoma of Male Breast,Other,0.0,0.004995004995004995
AUGMENTS,ING5,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
COMPLICATES,Angioendotheliomatosis,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Phosphatidylethanolamine Binding Protein,Breast cancer metastatic,Other,0.0,0.027972027972027972
PREDISPOSES,Aromatase Inhibitors,Breast cancer recurrent,Treatments,0.0,0.004995004995004995
PREDISPOSES,Pharmaceutical Preparations,Breast cancer recurrent,Other,0.0,0.004995004995004995
AFFECTS,"2,3-bis(3'-hydroxybenzyl)butyrolactone",Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AUGMENTS,BRCA1 gene|BRCA1,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
AUGMENTS,BCL6 gene|BCL6,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
AFFECTS,Paclitaxel,Breast cancer metastatic,Other,0.0,0.027972027972027972
PREDISPOSES,RPRD1B,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,XPO5,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
DISRUPTS,"TNF protein, human|TNF",Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Therapeutic procedure,Ductal Breast Carcinoma,Other,0.0,0.000999000999000999
AFFECTS,Natural menopause,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AUGMENTS,MYC gene|MYC,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
AUGMENTS,sphingosine kinase-1,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
DISRUPTS,KLF9 gene|KLF9,Breast cancer metastatic,Genetic Factors,0.0,0.027972027972027972
AFFECTS,NKD1,"Carcinoma, Ductal, Breast",Other,0.0,0.002997002997002997
AFFECTS,Hyperbaric Oxygenation,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AUGMENTS,USP21 gene|USP21,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
AFFECTS,Hexachlorobenzene,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,CRHBP gene|CRHBP,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
CAUSES,"Myeloid Leukemia, Chronic",Malignant neoplasm of breast,Other,0.0,0.3386613386613387
CAUSES,ERBB2,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
CAUSES,benzyl isothiocyanate,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AUGMENTS,Genes,Breast Carcinoma,Genetic Factors,0.0,0.027972027972027972
PREDISPOSES,Oxides,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,ABCB10,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,SMAD3 gene|SMAD3,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
PREDISPOSES,"TACSTD2 protein, human|TACSTD2",Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,"20-hydroxy-5,8,11,14-eicosatetraenoic acid",Breast cancer metastatic,Other,0.0,0.027972027972027972
AFFECTS,shikonin,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,KLF4,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
DISRUPTS,fucoidan,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,PROTEIN KINASE,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,letrozole,Inflammatory Breast Carcinoma,Other,0.0,0.000999000999000999
AFFECTS,Cyclin E,Breast cancer invasive NOS,Other,0.0,0.00999000999000999
PREDISPOSES,"Lupus Erythematosus, Systemic",Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Steroids,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,BRCA1 gene|BRCA1,Breast cancer metastatic,Genetic Factors,0.0,0.027972027972027972
AFFECTS,Lipogenesis,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
AFFECTS,Malignant meningitis,Breast Carcinoma,Other,0.0,0.027972027972027972
AFFECTS,Folic Acid,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,NBAT1,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Promoter Regions (Genetics),Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
PREDISPOSES,SULF2,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Acids,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
DISRUPTS,arctigenin,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,xanthohumol,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Interstitial Collagenase,Breast cancer metastatic,Demographic Factors,0.0,0.027972027972027972
DISRUPTS,BVES,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,POU5F1,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AUGMENTS,MSI2,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,ANXA3,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
DISRUPTS,curcumol,Breast cancer metastatic,Other,0.0,0.027972027972027972
AFFECTS,iron ion homeostasis,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Oxygen,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Transferrin,Breast cancer metastatic,Other,0.0,0.027972027972027972
PREDISPOSES,Phosphotransferases,Breast cancer metastatic,Other,0.0,0.027972027972027972
PREDISPOSES,pomegranate juice,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
DISRUPTS,LRRC3B gene|LRRC3B,Breast cancer recurrent,Genetic Factors,0.0,0.004995004995004995
AFFECTS,MET gene,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
PREDISPOSES,YAP1,Breast cancer metastatic,Other,0.0,0.027972027972027972
PREDISPOSES,ITGB1,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,discoidin domain receptor 2,Breast cancer metastatic,Other,0.0,0.027972027972027972
PREDISPOSES,protein tyrosine phosphatase 1B,Breast cancer metastatic,Other,0.0,0.027972027972027972
AFFECTS,Heat Shock Protein 27,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Complement 3,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,"prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase), human",Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,HVCN1,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,IGKV6D-21,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Fertility,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,cell invasion,"Carcinoma, Ductal, Breast",Other,0.0,0.002997002997002997
PREDISPOSES,Tenascin|TNC,"Carcinoma, Ductal, Breast",Other,0.0,0.002997002997002997
PREDISPOSES,Heightened perception,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AUGMENTS,C1GALT1,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Bone remodeling,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,caveolin 1|CA5A|CAV2,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
CAUSES,Functional RNA,Breast Carcinoma,Other,0.0,0.027972027972027972
AFFECTS,Malignant neoplasm of breast,Sporadic Breast Carcinoma,Other,0.3988,0.0
AFFECTS,Malignant tumor of colon,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
CAUSES,PGR gene|PGR,Breast Carcinoma,Genetic Factors,0.0,0.027972027972027972
PREDISPOSES,Serotonin,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,ANG gene|ANG,Breast cancer metastatic,Genetic Factors,0.0,0.027972027972027972
PREDISPOSES,CALCA gene|CALCA,Ductal Breast Carcinoma,Genetic Factors,0.0,0.000999000999000999
PREDISPOSES,Lactate,Breast cancer metastatic,Other,0.0,0.027972027972027972
AFFECTS,Agent,Breast Carcinoma,Demographic Factors,0.0,0.027972027972027972
PREDISPOSES,Diabetes,Inflammatory Breast Carcinoma,Other,0.0,0.000999000999000999
DISRUPTS,bakuchiol,Breast cancer metastatic,Other,0.0,0.027972027972027972
AFFECTS,Dyslipidemias,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,TFF3,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,pregnane X receptor,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Neoplasm Metastasis,Breast cancer invasive NOS,Other,0.0,0.00999000999000999
AFFECTS,OGG1 gene|OGG1,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
AUGMENTS,MT2A,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Endocrine therapy,Breast cancer metastatic,Other,0.0,0.027972027972027972
AFFECTS,isoalantolactone,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,LEF1,Breast cancer metastatic,Other,0.0,0.027972027972027972
CAUSES,Raloxifene,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,HIST2H2AC,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Epithelial antibody,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AUGMENTS,"BCAR1 protein, human|BCAR1",Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Fluoxetine,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
DISRUPTS,sinomenine hydrochloride,Breast cancer metastatic,Other,0.0,0.027972027972027972
PREDISPOSES,Interleukin-17,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
DISRUPTS,TARDBP,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Vitamin B6 intake,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AUGMENTS,Fibroblast Growth Factor Receptors,Breast cancer metastatic,Other,0.0,0.027972027972027972
AUGMENTS,Estrogen Receptor beta|ESR2,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,exemestane,Breast cancer invasive NOS,Other,0.0,0.00999000999000999
AFFECTS,Adenocarcinoma of esophagus,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,ADAM33,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Pharmacotherapy,"Carcinoma, Ductal, Breast",Other,0.0,0.002997002997002997
AFFECTS,Homologous Recombination,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
DISRUPTS,RNA,Breast cancer metastatic,Other,0.0,0.027972027972027972
CAUSES,TP53 gene|TP53,Breast Carcinoma,Genetic Factors,0.0,0.027972027972027972
PREDISPOSES,hepatocellular carcinoma protein 1,Breast cancer metastatic,Other,0.0,0.027972027972027972
AFFECTS,HOTAIR,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,VTCN1,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,RELN gene|RELN,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
PREDISPOSES,Urine protein,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,FCRL3,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,DNA,Breast cancer metastatic,Other,0.0,0.027972027972027972
AUGMENTS,PARP1,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AUGMENTS,Interleukin-1 beta,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
DISRUPTS,"Antibodies, Anti-Idiotypic",Breast cancer metastatic,Other,0.0,0.027972027972027972
AUGMENTS,Enzymes,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,intervention program,Familial cancer of breast,Other,0.0,0.003996003996003996
DISRUPTS,PTEN gene|PTEN,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
AFFECTS,SHARPIN,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
CAUSES,methyl 4-azidophenylacetimidate,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Total estrogens,Malignant neoplasm of breast,Hormonal Factors,0.0,0.3386613386613387
CAUSES,PGR gene|PGR,Carcinoma of Male Breast,Genetic Factors,0.0,0.004995004995004995
AFFECTS,Polycomb,Breast Carcinoma,Other,0.0,0.027972027972027972
DISRUPTS,S1PR2,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,SP7,Breast cancer metastatic,Other,0.0,0.027972027972027972
AUGMENTS,CD44,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,CCL20 gene|CCL20,Breast cancer metastatic,Genetic Factors,0.0,0.027972027972027972
PREDISPOSES,ITK gene|ITK,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
PREDISPOSES,RNU4-2,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AUGMENTS,meleagrin,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Brown rice,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AUGMENTS,AR gene|AR,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
AUGMENTS,Phosphoric Monoester Hydrolases,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,CD29 Antigen,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Forkhead Transcription Factors,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AUGMENTS,Transcriptase,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Estrogen Receptors,Breast Carcinoma,Other,0.0,0.027972027972027972
AFFECTS,salinomycin,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,ANKLE1,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,skills,Familial cancer of breast,Other,0.0,0.003996003996003996
AUGMENTS,sigma-1 receptor,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,MAPT,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AUGMENTS,Orthologous Gene,Female Breast Carcinoma,Genetic Factors,0.0,0.004995004995004995
CAUSES,Polysaccharides,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
DISRUPTS,TGFBR1,Breast cancer invasive NOS,Other,0.0,0.00999000999000999
PREDISPOSES,NBS1 gene|NBN|NLRP2,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
AUGMENTS,Apoptosis Inhibiting Proteins,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,sphingosine kinase-1,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Ischemia,Breast cancer invasive NOS,Other,0.0,0.00999000999000999
AFFECTS,Food,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,S100A4,Breast cancer metastatic,Other,0.0,0.027972027972027972
AFFECTS,Cervix carcinoma,Breast Carcinoma,Other,0.0,0.027972027972027972
AFFECTS,Stem cell transplant,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,progesterone receptor negative,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AUGMENTS,Soybean preparation,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,BRD7,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Therapeutic procedure,Carcinoma of Male Breast,Other,0.0,0.004995004995004995
DISRUPTS,CDC42 gene|CDC42,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
AFFECTS,Multiple malignancy,Ductal Breast Carcinoma,Other,0.0,0.000999000999000999
PREDISPOSES,SENP2 gene|SENP2,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
AFFECTS,SUCLA2,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
CAUSES,Neoplasm,Carcinoma of Male Breast,Other,0.0,0.004995004995004995
AFFECTS,CDCA7,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
DISRUPTS,diallyl disulfide,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AUGMENTS,Relaxin,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,GEN1,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,4-chlorophenyl methyl sulfide,Contralateral breast cancer,Other,0.0,0.001998001998001998
CAUSES,H2AFX gene|H2AFX,Sporadic Breast Carcinoma,Genetic Factors,0.0,0.0
CAUSES,CDH1 gene|CDH1,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
PREDISPOSES,Difficulty sleeping,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AUGMENTS,PRI-2191,Breast cancer metastatic,Other,0.0,0.027972027972027972
AFFECTS,Collagen,Breast Carcinoma,Demographic Factors,0.0,0.027972027972027972
AUGMENTS,CXCR4 gene|CXCR4,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
AUGMENTS,Toremifene,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
CAUSES,MSH6 gene|MSH6,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
PREDISPOSES,CCND2 gene|CCND2,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
DISRUPTS,GLS gene|GLS,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
CAUSES,Dietary Component,Malignant neoplasm of breast,Behavioral Factors,0.0,0.3386613386613387
PREDISPOSES,Interleukin-1 beta,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Isoprostanes,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,TXNIP gene|TXNIP,Noninfiltrating Intraductal Carcinoma,Genetic Factors,0.0,0.01098901098901099
DISRUPTS,WWC1,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
DISRUPTS,phenidone,Breast Carcinoma,Other,0.0,0.027972027972027972
DISRUPTS,MALAT1,Breast cancer metastatic,Other,0.0,0.027972027972027972
AFFECTS,fibulin-3,Breast cancer metastatic,Other,0.0,0.027972027972027972
AFFECTS,Chitosan,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
DISRUPTS,MAPK8 gene|MAPK8,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
CAUSES,ZEB1,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AUGMENTS,"PER2 protein, mammalian",Malignant neoplasm of breast,Other,0.0,0.3386613386613387
DISRUPTS,"9,10-Dimethyl-1,2-benzanthracene",Breast Carcinoma,Other,0.0,0.027972027972027972
CAUSES,"RNA, Satellite",Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,LGALSL,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,aloperine,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
CAUSES,CD80 gene|CD80,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
AFFECTS,Protein Precursors,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Hydrogels,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AUGMENTS,ERBB2 gene|ERBB2,Breast Carcinoma,Genetic Factors,0.0,0.027972027972027972
PREDISPOSES,Adverse effects,Breast cancer invasive NOS,Other,0.0,0.00999000999000999
AUGMENTS,Estradiol,Breast Carcinoma,Other,0.0,0.027972027972027972
PREDISPOSES,Test Result,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,TAZ gene|TAZ,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
AFFECTS,Cancer cachexia,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Fibrosis,Breast cancer metastatic,Other,0.0,0.027972027972027972
PREDISPOSES,Membrane receptor,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
DISRUPTS,Glycine Hydroxymethyltransferase,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,beta catenin,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
DISRUPTS,Luteolin,Breast cancer metastatic,Other,0.0,0.027972027972027972
AUGMENTS,TLN2,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,erbB-2 Receptor|EREG|ESR1,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
DISRUPTS,Gelatinase B,Breast cancer metastatic,Other,0.0,0.027972027972027972
AFFECTS,disease stage,Malignant neoplasm of breast,Demographic Factors,0.0,0.3386613386613387
PREDISPOSES,midkine|MDK,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,pregnane X receptor,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Cigarette Smoking,Noninfiltrating Intraductal Carcinoma,Other,0.0,0.01098901098901099
DISRUPTS,BITTER MELON,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,BCAR3 gene|BCAR3,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
AFFECTS,crystalloid,Noninfiltrating Intraductal Carcinoma,Other,0.0,0.01098901098901099
AFFECTS,genetic locus,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
CAUSES,CDKN2A gene|CDKN2A,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
AFFECTS,BP1,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,CHI3L2,Breast cancer invasive NOS,Other,0.0,0.00999000999000999
CAUSES,3MC,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,AR gene|AR,Breast cancer metastatic,Genetic Factors,0.0,0.027972027972027972
AUGMENTS,FGFR2 gene|FGFR2,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
PREDISPOSES,TMEM25,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,KLK10 gene|KLK10,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
AFFECTS,CD247,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
DISRUPTS,YAP1,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Oncogene Proteins,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
PREDISPOSES,MLL gene|KMT2A,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
PREDISPOSES,CDH1 gene|CDH1,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
AUGMENTS,Antineoplastic Agents,Breast Carcinoma,Demographic Factors,0.0,0.027972027972027972
AFFECTS,TP53 gene|TP53,Breast Carcinoma,Genetic Factors,0.0,0.027972027972027972
AFFECTS,Cyclin D1|CCND1,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Axillary Lymph Node Involvement,Breast cancer invasive NOS,Other,0.0,0.00999000999000999
PREDISPOSES,"TNF protein, human|TNF",Breast Carcinoma,Other,0.0,0.027972027972027972
AFFECTS,Mutation,Breast Carcinoma,Genetic Factors,0.0,0.027972027972027972
AFFECTS,CATHEPSIN D|CTSD,Breast Carcinoma,Other,0.0,0.027972027972027972
PREDISPOSES,Skim milk,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Lipids,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
CAUSES,Epidermal Growth Factor Receptor|EGFR,Ductal Breast Carcinoma,Other,0.0,0.000999000999000999
AFFECTS,Dissection,Breast cancer invasive NOS,Other,0.0,0.00999000999000999
PREDISPOSES,Symptoms,Breast cancer recurrent,Other,0.0,0.004995004995004995
PREDISPOSES,Atypical lobular hyperplasia,Breast Carcinoma,Other,0.0,0.027972027972027972
PREDISPOSES,Hexachlorobenzene,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,personal responsibility,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,beta-hexachlorocyclohexane,Breast Carcinoma,Other,0.0,0.027972027972027972
AFFECTS,Growth,Breast Carcinoma,Other,0.0,0.027972027972027972
AFFECTS,receptor expression,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Generalized obesity,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
AFFECTS,RHCE|FIP1L1,Breast cancer invasive NOS,Other,0.0,0.00999000999000999
PREDISPOSES,Ischemic stroke,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Malignant disease,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
DISRUPTS,Aromatase,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
DISRUPTS,Tamoxifen,Breast cancer recurrent,Other,0.0,0.004995004995004995
PREDISPOSES,CD27,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,SALL2,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,cathepsin K|CTSK,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Mitogen-Activated Protein Kinases,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,paxillin|PXN,Breast cancer metastatic,Other,0.0,0.027972027972027972
DISRUPTS,Metformin,Breast Carcinoma,Other,0.0,0.027972027972027972
AFFECTS,CTHRC1,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,CTHRC1,Breast cancer metastatic,Other,0.0,0.027972027972027972
CAUSES,Hydroxyl Radical,"Carcinoma, Ductal, Breast",Other,0.0,0.002997002997002997
