PREDICATE,SUBJECT_NAME,OBJECT_NAME,Factuality_Score
TREATS,Active Method,Carcinoma breast stage IV,0.028971028971028972
TREATS,Local Therapy,Carcinoma breast stage IV,0.028971028971028972
TREATS,Vaginal Therapy,Malignant neoplasm of breast,0.1928071928071928
TREATS,Diphosphonates,HER2-positive carcinoma of breast,0.008991008991008992
TREATS,Cyclophosphamide therapy,Malignant neoplasm of breast,0.1928071928071928
TREATS,Mastectomy,Stage IIIA Breast Carcinoma,0.0
TREATS,glucomannan,Malignant neoplasm of breast,0.1928071928071928
TREATS,Microbubbles,Triple Negative Breast Neoplasms,0.04395604395604396
TREATS,stavudine,Malignant neoplasm of breast,0.1928071928071928
TREATS,Mammaplasty,Right-Sided Breast Neoplasms,0.001998001998001998
TREATS,Homeopathy,Malignant neoplasm of breast,0.1928071928071928
TREATS,Drug Delivery Systems,Basal-Like Breast Carcinoma,0.001998001998001998
TREATS,hyaluronic acid,Triple Negative Breast Neoplasms,0.04395604395604396
TREATS,naltrexone,Hormone-Resistant Breast Adenocarcinoma,0.0
TREATS,Mammaplasty,Early-Stage Breast Carcinoma,0.005994005994005994
TREATS,Gemcitabine-Taxol Regimen,Carcinoma breast stage IV,0.028971028971028972
TREATS,Whole Breast Irradiation,Invasive carcinoma of breast,0.000999000999000999
TREATS,Concurrent Chemotherapy,Malignant neoplasm of breast,0.1928071928071928
TREATS,Current Therapy,Noninfiltrating Intraductal Carcinoma,0.012987012987012988
TREATS,"MAGNET, PERMANENT",Triple Negative Breast Neoplasms,0.04395604395604396
TREATS,"Radiosurgery, Stereotactic",Early-Stage Breast Carcinoma,0.005994005994005994
TREATS,Janus kinase inhibitor,Carcinoma breast stage IV,0.028971028971028972
TREATS,"9,10-Dimethyl-1,2-benzanthracene",Malignant neoplasm of breast,0.1928071928071928
TREATS,trastuzumab,Invasive Ductal Breast Carcinoma,0.000999000999000999
TREATS,alpelisib,estrogen receptor-positive breast cancer,0.013986013986013986
TREATS,hydroxamate,Triple Negative Breast Neoplasms,0.04395604395604396
TREATS,Bilateral mastectomy,Triple Negative Breast Neoplasms,0.04395604395604396
PROCESS_OF,"Migration, Cell",Malignant neoplasm of breast,0.1928071928071928
TREATS,Phototherapy,Triple Negative Breast Neoplasms,0.04395604395604396
TREATS,irinotecan,Carcinoma breast stage IV,0.028971028971028972
TREATS,saracatinib,Carcinoma breast stage IV,0.028971028971028972
TREATS,Anthracyclines,HER2-positive carcinoma of breast,0.008991008991008992
TREATS,Drug Packaging,Malignant neoplasm of breast,0.1928071928071928
TREATS,tanshinone II A,Triple Negative Breast Neoplasms,0.04395604395604396
TREATS,trastuzumab deruxtecan,Malignant neoplasm of breast,0.1928071928071928
TREATS,ropinirole,Malignant neoplasm of breast,0.1928071928071928
TREATS,Perforator,Malignant neoplasm of breast,0.1928071928071928
TREATS,clofibrate,Malignant neoplasm of breast,0.1928071928071928
TREATS,dioscin,estrogen receptor-positive breast cancer,0.013986013986013986
TREATS,breast: excisions,Early-Stage Breast Carcinoma,0.005994005994005994
TREATS,KPT-330,Triple Negative Breast Neoplasms,0.04395604395604396
TREATS,Agent,HER2-negative breast cancer,0.001998001998001998
TREATS,Systemic Therapy,malignant neoplasm of breast staging,0.0
TREATS,CAPTURE,Carcinoma breast stage IV,0.028971028971028972
TREATS,Prodigiosin,Malignant neoplasm of breast,0.1928071928071928
TREATS,removal technique,Noninfiltrating Intraductal Carcinoma,0.012987012987012988
TREATS,Kinesio Tape,Malignant neoplasm of breast,0.1928071928071928
TREATS,NVP BEZ235,Triple Negative Breast Neoplasms,0.04395604395604396
TREATS,Cyclophosphamide/Paclitaxel,Malignant neoplasm of breast,0.1928071928071928
TREATS,Neoadjuvant Therapy,Recurrent Breast Carcinoma,0.0
TREATS,catheter device,Malignant neoplasm of breast,0.1928071928071928
TREATS,"Histamine H1 Antagonists, Non-Sedating",Triple Negative Breast Neoplasms,0.04395604395604396
TREATS,Duration,Early-Stage Breast Carcinoma,0.005994005994005994
TREATS,capsaicin,Malignant neoplasm of breast,0.1928071928071928
TREATS,Background Treatment,Malignant neoplasm of breast,0.1928071928071928
TREATS,Targeted Therapy,Early-Stage Breast Carcinoma,0.005994005994005994
TREATS,Partial excision,Early-Stage Breast Carcinoma,0.005994005994005994
TREATS,Antiresorptive Agents,Malignant neoplasm of breast,0.1928071928071928
TREATS,etoposide,Triple Negative Breast Neoplasms,0.04395604395604396
TREATS,letrozole,Invasive Ductal Breast Carcinoma,0.000999000999000999
TREATS,palbociclib,Invasive Ductal Breast Carcinoma,0.000999000999000999
TREATS,Ablation,Triple Negative Breast Neoplasms,0.04395604395604396
TREATS,Cardiac Glycosides,Malignant neoplasm of breast,0.1928071928071928
TREATS,Lipids,Malignant neoplasm of breast,0.1928071928071928
TREATS,Closure by clip procedure,Malignant neoplasm of breast,0.1928071928071928
TREATS,Hormone Therapy,Carcinoma breast stage I,0.0
TREATS,Operation on breast,Locally advanced breast cancer,0.000999000999000999
TREATS,Breast-Conserving Surgery,Stage IIIB Breast Carcinoma,0.0
TREATS,"Chemotherapy, Adjuvant",estrogen receptor-negative breast cancer,0.0
TREATS,Sesquiterpene Lactone,Malignant neoplasm of breast,0.1928071928071928
TREATS,royal jelly,Malignant neoplasm of breast,0.1928071928071928
TREATS,Chinese herbal medicine,malignant neoplasm of breast staging,0.0
TREATS,Robot-assisted Nipple Sparing Mastectomy,Malignant neoplasm of breast,0.1928071928071928
PROCESS_OF,Caspase-Dependent Apoptosis,Triple Negative Breast Neoplasms,0.04395604395604396
TREATS,Xenograft procedure,Triple Negative Breast Neoplasms,0.04395604395604396
TREATS,Micelles,Triple Negative Breast Neoplasms,0.04395604395604396
TREATS,stage-specific embryonic antigen-4,Triple Negative Breast Neoplasms,0.04395604395604396
TREATS,Drug Repositioning,Malignant neoplasm of breast,0.1928071928071928
TREATS,Neoadjuvant Systemic Therapy,Invasive Ductal Breast Carcinoma,0.000999000999000999
PROCESS_OF,Immunogenic Cell Death,HER2-positive carcinoma of breast,0.008991008991008992
TREATS,Lower limb exercises,Female Breast Carcinoma,0.00999000999000999
TREATS,Tubulin Binding Agent,Triple Negative Breast Neoplasms,0.04395604395604396
TREATS,neoplasm therapy,Malignant neoplasm of breast,0.1928071928071928
TREATS,Carbon Ion Radiotherapy,Early-Stage Breast Carcinoma,0.005994005994005994
TREATS,High Dose Chemotherapy,Triple Negative Breast Neoplasms,0.04395604395604396
TREATS,nivolumab,HER2-positive carcinoma of breast,0.008991008991008992
TREATS,Excision of skin,Locally advanced breast cancer,0.000999000999000999
PROCESS_OF,cell killing,Triple Negative Breast Neoplasms,0.04395604395604396
TREATS,Abemaciclib/Letrozole Regimen,Recurrent Breast Carcinoma,0.0
TREATS,Fertilization in Vitro,Recurrent Breast Carcinoma,0.0
TREATS,Treatment modification,Malignant neoplasm of breast,0.1928071928071928
TREATS,High intensity focused ultrasound,Malignant neoplasm of breast,0.1928071928071928
TREATS,nivolumab,HER2-negative breast cancer,0.001998001998001998
TREATS,Operation on breast,Breast Carcinoma,0.03796203796203796
TREATS,epigallocatechin gallate,Breast cancer stage III,0.007992007992007992
TREATS,breast: excisions,Noninfiltrating Intraductal Carcinoma,0.012987012987012988
TREATS,Operative Surgical Procedures,Locally advanced breast cancer,0.000999000999000999
TREATS,Lipid Nanoparticles,Invasive carcinoma of breast,0.000999000999000999
TREATS,Operative Surgical Procedures,Stage 0 Breast Carcinoma,0.0
TREATS,BARRIER,Triple Negative Breast Neoplasms,0.04395604395604396
TREATS,carbamazepine,Malignant neoplasm of breast,0.1928071928071928
TREATS,pembrolizumab,Malignant neoplasm of breast,0.1928071928071928
TREATS,Palliative Care,Secondary malignant neoplasm of breast,0.001998001998001998
TREATS,Anthracycline Antibiotics,Malignant neoplasm of female breast,0.0
TREATS,Angiogenesis Inhibitors,HER2-negative breast cancer,0.001998001998001998
TREATS,Systemic Therapy,Invasive carcinoma of breast,0.000999000999000999
TREATS,trophoblast protein 1,Triple Negative Breast Neoplasms,0.04395604395604396
TREATS,methotrexate,Malignant neoplasm of breast,0.1928071928071928
TREATS,Adamantane,Malignant neoplasm of breast,0.1928071928071928
TREATS,cannabidiol,Triple Negative Breast Neoplasms,0.04395604395604396
TREATS,Treatment Protocols,Carcinoma of Male Breast,0.006993006993006993
TREATS,systemic administration,Carcinoma breast stage IV,0.028971028971028972
TREATS,telmisartan,Malignant neoplasm of breast,0.1928071928071928
TREATS,Antibody Therapy,Malignant neoplasm of breast,0.1928071928071928
TREATS,peer support,Malignant neoplasm of breast,0.1928071928071928
TREATS,ado-trastuzumab emtansine,Early-Stage Breast Carcinoma,0.005994005994005994
TREATS,"Radiotherapy, Adjuvant",Invasive carcinoma of breast,0.000999000999000999
TREATS,Polypharmacy,Early-Stage Breast Carcinoma,0.005994005994005994
TREATS,Controlled ovarian stimulation,Early-Stage Breast Carcinoma,0.005994005994005994
TREATS,"Mastectomy, Subcutaneous",Female Breast Carcinoma,0.00999000999000999
TREATS,GSK2801,Malignant neoplasm of breast,0.1928071928071928
TREATS,Drug Delivery Systems,Breast Carcinoma,0.03796203796203796
TREATS,invasive treatment,Early-Stage Breast Carcinoma,0.005994005994005994
TREATS,Efbemalenograstim alfa,Malignant neoplasm of breast,0.1928071928071928
TREATS,Operation on breast,HER2-positive carcinoma of breast,0.008991008991008992
TREATS,Partial Breast Irradiation,Locally advanced breast cancer,0.000999000999000999
TREATS,Basis,Invasive carcinoma of breast,0.000999000999000999
TREATS,pyrotinib,Breast cancer stage II,0.00999000999000999
TREATS,Methylene blue Injection,Early-Stage Breast Carcinoma,0.005994005994005994
TREATS,N-Acetylneuraminic Acid,Malignant neoplasm of breast,0.1928071928071928
TREATS,Drug Tapering,HER2-positive carcinoma of breast,0.008991008991008992
TREATS,delivery method,Malignant neoplasm of breast,0.1928071928071928
TREATS,mechlorethamine,Malignant neoplasm of breast,0.1928071928071928
TREATS,bromocriptine,Malignant neoplasm of breast,0.1928071928071928
TREATS,EZH2 Inhibitor,Triple Negative Breast Neoplasms,0.04395604395604396
TREATS,"Wig, device",Malignant neoplasm of breast,0.1928071928071928
TREATS,Brief Treatment,Malignant neoplasm of breast,0.1928071928071928
TREATS,pain chronic management,Malignant neoplasm of breast,0.1928071928071928
TREATS,fluorouracil,Triple Negative Breast Neoplasms,0.04395604395604396
TREATS,Conservative Treatment,Malignant neoplasm of breast,0.1928071928071928
TREATS,Basis,Secondary malignant neoplasm of breast,0.001998001998001998
TREATS,Contralateral Prophylactic Mastectomy,Unilateral Breast Neoplasms,0.0
TREATS,anesthesia Techniques,Breast cancer stage III,0.007992007992007992
PROCESS_OF,Cellular Senescence,Triple Negative Breast Neoplasms,0.04395604395604396
TREATS,abemaciclib,Recurrent Breast Carcinoma,0.0
TREATS,complex (molecular entity),Triple Negative Breast Neoplasms,0.04395604395604396
TREATS,Mammaplasty,Stage IIIA Breast Carcinoma,0.0
TREATS,Phytochemicals,Triple Negative Breast Neoplasms,0.04395604395604396
TREATS,astaxanthin,Malignant neoplasm of breast,0.1928071928071928
TREATS,letrozole,Locally advanced breast cancer,0.000999000999000999
TREATS,ononin,Triple Negative Breast Neoplasms,0.04395604395604396
TREATS,baicalein,Triple Negative Breast Neoplasms,0.04395604395604396
TREATS,130-nm albumin-bound paclitaxel,Breast Carcinoma,0.03796203796203796
TREATS,Image-Guided Therapy,Malignant neoplasm of breast,0.1928071928071928
TREATS,RECONCILE,Triple Negative Breast Neoplasms,0.04395604395604396
TREATS,lovastatin,Triple Negative Breast Neoplasms,0.04395604395604396
TREATS,Metronomic Chemotherapy,HER2-negative breast cancer,0.001998001998001998
TREATS,Diethylstilbestrol,Carcinoma of Male Breast,0.006993006993006993
TREATS,troglitazone,Malignant neoplasm of breast,0.1928071928071928
TREATS,Gentian Violet,Malignant neoplasm of breast,0.1928071928071928
TREATS,sulforafan,"Carcinoma, Ductal, Breast",0.004995004995004995
TREATS,Suction drain,Malignant neoplasm of breast,0.1928071928071928
PROCESS_OF,Down-Regulation,Inflammatory Breast Carcinoma,0.01098901098901099
TREATS,Piroxicam,Breast Carcinoma,0.03796203796203796
TREATS,Interpersonal psychotherapy,Malignant neoplasm of breast,0.1928071928071928
TREATS,Protein Kinase C Inhibitor,Malignant neoplasm of breast,0.1928071928071928
TREATS,Nucleic Acids,Malignant neoplasm of breast,0.1928071928071928
TREATS,Video-Assisted Surgery,Malignant neoplasm of breast,0.1928071928071928
TREATS,Teleradiotherapy procedure,Breast cancer recurrent,0.02197802197802198
TREATS,Cobalamins,Malignant neoplasm of breast,0.1928071928071928
TREATS,mafosfamide,Malignant neoplasm of breast,0.1928071928071928
TREATS,costunolide,Malignant neoplasm of breast,0.1928071928071928
TREATS,Immunoconjugates,Malignant neoplasm of breast,0.1928071928071928
TREATS,Gamma Knife Radiosurgery,Breast Carcinoma,0.03796203796203796
TREATS,Gonadotropin-Releasing Hormone Analog,Carcinoma of Male Breast,0.006993006993006993
TREATS,iron chelation therapy,Malignant neoplasm of breast,0.1928071928071928
TREATS,Cysteine,Malignant neoplasm of breast,0.1928071928071928
TREATS,"Estrogens, Synthetic",Malignant neoplasm of breast,0.1928071928071928
TREATS,Disulfides,Malignant neoplasm of breast,0.1928071928071928
TREATS,Cytochalasin B,Malignant neoplasm of breast,0.1928071928071928
TREATS,Salicylates,Malignant neoplasm of breast,0.1928071928071928
TREATS,"enterotoxin B, staphylococcal",Malignant neoplasm of breast,0.1928071928071928
TREATS,cryptotanshinone,Malignant neoplasm of breast,0.1928071928071928
TREATS,Leuprolide,Carcinoma of Male Breast,0.006993006993006993
TREATS,piperazine,Malignant neoplasm of breast,0.1928071928071928
TREATS,Alkaloids,Breast cancer metastatic,0.04195804195804196
TREATS,boldine,Malignant neoplasm of breast,0.1928071928071928
TREATS,Psychodynamic psychotherapy,Malignant neoplasm of breast,0.1928071928071928
TREATS,Implantation procedure,Breast Carcinoma,0.03796203796203796
TREATS,trastuzumab,Carcinoma of Male Breast,0.006993006993006993
TREATS,Oprelvekin,Malignant neoplasm of breast,0.1928071928071928
TREATS,small molecule,Breast Carcinoma,0.03796203796203796
TREATS,Metronidazole,Malignant neoplasm of breast,0.1928071928071928
TREATS,Immunoglobulins,Breast Carcinoma,0.03796203796203796
TREATS,kinase inhibitor,Breast cancer metastatic,0.04195804195804196
PROCESS_OF,insulin secretion,Malignant neoplasm of breast,0.1928071928071928
TREATS,Prednimustine,Breast Carcinoma,0.03796203796203796
TREATS,piperazinedione,Breast Carcinoma,0.03796203796203796
PROCESS_OF,Malignant ascites,Breast Carcinoma,0.03796203796203796
TREATS,Human Chorionic Gonadotropin|CGA|HTC2|CGB5,Breast Carcinoma,0.03796203796203796
TREATS,Drug Combinations,Breast Carcinoma,0.03796203796203796
TREATS,Ovariohysterectomy,Breast Carcinoma,0.03796203796203796
TREATS,Stanolone,Malignant neoplasm of breast,0.1928071928071928
TREATS,Ancitabine,Malignant neoplasm of breast,0.1928071928071928
TREATS,polyacrylamide gels,Malignant neoplasm of breast,0.1928071928071928
TREATS,hyperthermia treatment,Breast cancer recurrent,0.02197802197802198
PROCESS_OF,response to hormone stimulus,Malignant neoplasm of breast,0.1928071928071928
TREATS,Bromodeoxyuridine,Malignant neoplasm of breast,0.1928071928071928
TREATS,Cyclophosphamide,Carcinoma of Male Breast,0.006993006993006993
PROCESS_OF,intracellular protein transport,Malignant neoplasm of breast,0.1928071928071928
TREATS,DNA topoisomerase II alpha,Malignant neoplasm of breast,0.1928071928071928
TREATS,Oestrogen therapy,Breast Carcinoma,0.03796203796203796
PROCESS_OF,germ cell development,Malignant neoplasm of breast,0.1928071928071928
TREATS,Partial excision,Noninfiltrating Intraductal Carcinoma,0.012987012987012988
TREATS,Reinfusion,Breast cancer stage III,0.007992007992007992
TREATS,Epoprostenol,Malignant neoplasm of breast,0.1928071928071928
TREATS,Dinoprost,Malignant neoplasm of breast,0.1928071928071928
TREATS,Azacitidine,Malignant neoplasm of breast,0.1928071928071928
TREATS,Immunologic Adjuvants,Ductal Breast Carcinoma,0.000999000999000999
TREATS,Disulfiram,Breast cancer metastatic,0.04195804195804196
TREATS,Vinorelbine tartrate,Malignant neoplasm of breast,0.1928071928071928
TREATS,lymph node revealing solution,Malignant neoplasm of breast,0.1928071928071928
TREATS,Allogeneic bone marrow transplantation,Malignant neoplasm of breast,0.1928071928071928
TREATS,Etoposide,Breast cancer recurrent,0.02197802197802198
TREATS,parathyroid hormone-related protein,Malignant neoplasm of breast,0.1928071928071928
TREATS,Somatostatin analog|SST,Malignant neoplasm of breast,0.1928071928071928
TREATS,11-Deoxy-17-ketosteroid,Malignant neoplasm of breast,0.1928071928071928
TREATS,Manipulation procedure,Breast cancer metastatic,0.04195804195804196
TREATS,Thiethylperazine,Malignant neoplasm of breast,0.1928071928071928
TREATS,Anthraquinones,Malignant neoplasm of breast,0.1928071928071928
TREATS,Fluoxymesterone,Breast cancer metastatic,0.04195804195804196
TREATS,Nitromifene,Malignant neoplasm of breast,0.1928071928071928
TREATS,Therapeutic Abortion,Malignant neoplasm of breast,0.1928071928071928
TREATS,Laser Surgery,Malignant neoplasm of breast,0.1928071928071928
TREATS,Estradiol,Breast cancer metastatic,0.04195804195804196
TREATS,AM3,Malignant neoplasm of breast,0.1928071928071928
TREATS,adjuvant therapy,Contralateral breast cancer,0.000999000999000999
TREATS,human leukocyte interferon,Breast cancer metastatic,0.04195804195804196
TREATS,590-S,Malignant neoplasm of breast,0.1928071928071928
TREATS,Suramin,Malignant neoplasm of breast,0.1928071928071928
TREATS,Transposition procedure,Breast cancer recurrent,0.02197802197802198
TREATS,Transcatheter arterial embolization,bilateral breast cancer,0.000999000999000999
TREATS,COLLAGENASE,"Carcinoma, Ductal, Breast",0.004995004995004995
TREATS,Dexamethasone,Breast Carcinoma,0.03796203796203796
TREATS,PCNU,Breast Carcinoma,0.03796203796203796
TREATS,Caffeine,Malignant neoplasm of breast,0.1928071928071928
TREATS,Vinca Alkaloids,Breast Carcinoma,0.03796203796203796
TREATS,PCNU,Malignant neoplasm of breast,0.1928071928071928
TREATS,Combination Chemotherapy,Inflammatory Breast Carcinoma,0.01098901098901099
TREATS,trioxifene,Malignant neoplasm of breast,0.1928071928071928
TREATS,Cytostatic Agents,Breast cancer stage II,0.00999000999000999
TREATS,Agar,Malignant neoplasm of breast,0.1928071928071928
TREATS,Androstenediol,Malignant neoplasm of breast,0.1928071928071928
TREATS,Recombinant Interleukin-2,Breast cancer metastatic,0.04195804195804196
TREATS,Androstanediol,Breast Carcinoma,0.03796203796203796
TREATS,rogletimide,Malignant neoplasm of breast,0.1928071928071928
TREATS,Counselling service,Malignant neoplasm of breast,0.1928071928071928
TREATS,anthracene,Breast cancer metastatic,0.04195804195804196
TREATS,Valproate,Malignant neoplasm of breast,0.1928071928071928
TREATS,Progestogen hormone therapy,Breast cancer metastatic,0.04195804195804196
TREATS,Consolidation Therapy,Malignant neoplasm of breast,0.1928071928071928
TREATS,Carubicin,Malignant neoplasm of breast,0.1928071928071928
TREATS,Debrisoquin,Malignant neoplasm of breast,0.1928071928071928
TREATS,Venous blood sampling,Malignant neoplasm of breast,0.1928071928071928
TREATS,Pleurodesis,Breast Carcinoma,0.03796203796203796
TREATS,Growth Inhibitors,Breast Carcinoma,0.03796203796203796
TREATS,Antimitotic Agents,Breast Carcinoma,0.03796203796203796
TREATS,Parenteral therapy,Breast Carcinoma,0.03796203796203796
TREATS,Rehabilitation therapy,Female Breast Carcinoma,0.00999000999000999
TREATS,Ablative hormone therapy,Breast Carcinoma,0.03796203796203796
TREATS,Ethinyl Estradiol,Breast Carcinoma,0.03796203796203796
TREATS,Immunization,Breast cancer metastatic,0.04195804195804196
TREATS,Androsterone,Malignant neoplasm of breast,0.1928071928071928
TREATS,embryonic antigen,Malignant neoplasm of breast,0.1928071928071928
TREATS,Lymphatic Irradiation,Malignant neoplasm of breast,0.1928071928071928
PROCESS_OF,Metachromatic stain reaction,Malignant neoplasm of breast,0.1928071928071928
TREATS,Radiosurgery,Carcinoma in situ of breast,0.0
TREATS,Pericardiotomy,Breast cancer metastatic,0.04195804195804196
TREATS,cyclophosphamide/fluorouracil/methotrexate protocol,Breast cancer stage II,0.00999000999000999
TREATS,Transplantation,Breast Carcinoma,0.03796203796203796
TREATS,"Gene Therapy, Somatic",Malignant neoplasm of breast,0.1928071928071928
TREATS,Stabilization,Breast Carcinoma,0.03796203796203796
TREATS,"Transplantation, Autologous",Breast cancer stage II,0.00999000999000999
TREATS,Somatostatin,Breast cancer metastatic,0.04195804195804196
TREATS,HYB 165,Malignant neoplasm of breast,0.1928071928071928
TREATS,Testolactone,Malignant neoplasm of breast,0.1928071928071928
TREATS,Nursing procedure,Malignant neoplasm of breast,0.1928071928071928
TREATS,Fluorouracil,"Carcinoma, Ductal, Breast",0.004995004995004995
TREATS,Laryngeal Masks,Malignant neoplasm of breast,0.1928071928071928
TREATS,Neoadjuvant Therapy,stage IIIB breast cancer,0.0
TREATS,recombinant human thrombopoietin,Malignant neoplasm of breast,0.1928071928071928
TREATS,N-desmethyltoremifene,Malignant neoplasm of breast,0.1928071928071928
TREATS,bengamide B,Breast Carcinoma,0.03796203796203796
TREATS,Radiation-Sensitizing Agents,Breast Carcinoma,0.03796203796203796
TREATS,PROTEIN TEST,Malignant neoplasm of breast,0.1928071928071928
PROCESS_OF,Cell Death,Breast cancer invasive NOS,0.00999000999000999
TREATS,Immunologic Adjuvants,Breast cancer stage III,0.007992007992007992
TREATS,cyclophosphamide/fluorouracil/methotrexate protocol,Breast cancer invasive NOS,0.00999000999000999
TREATS,Artificial Arm,Malignant neoplasm of breast,0.1928071928071928
TREATS,Hematopoietic Stem Cell Mobilization,Malignant neoplasm of breast,0.1928071928071928
TREATS,Breast surgery,Female Breast Carcinoma,0.00999000999000999
TREATS,Continuous Intravenous Infusion,Breast cancer metastatic,0.04195804195804196
TREATS,Regional Chemotherapy,Breast Carcinoma,0.03796203796203796
TREATS,Supplementation,Breast cancer metastatic,0.04195804195804196
TREATS,Vasoactive Intestinal Peptide,Malignant neoplasm of breast,0.1928071928071928
TREATS,Eflornithine,Breast cancer metastatic,0.04195804195804196
TREATS,Deoxyribonucleases,Malignant neoplasm of breast,0.1928071928071928
TREATS,Fine-needle biopsy,Malignant neoplasm of breast,0.1928071928071928
TREATS,Medroxyprogesterone 17-Acetate,Inflammatory Breast Carcinoma,0.01098901098901099
TREATS,Eicosapentaenoic Acid,Malignant neoplasm of breast,0.1928071928071928
TREATS,Suramin,Breast cancer metastatic,0.04195804195804196
TREATS,Heart Transplantation,Breast Carcinoma,0.03796203796203796
TREATS,pemetrexed,Breast Carcinoma,0.03796203796203796
TREATS,cobalt bleomycin,Malignant neoplasm of breast,0.1928071928071928
TREATS,Indwelling Catheter,Breast cancer recurrent,0.02197802197802198
TREATS,Hydrogen Peroxide,Malignant neoplasm of breast,0.1928071928071928
TREATS,THERATOPE,Breast cancer metastatic,0.04195804195804196
TREATS,ukrain,Breast Carcinoma,0.03796203796203796
TREATS,intraperitoneal therapy,Malignant neoplasm of breast,0.1928071928071928
TREATS,Endoxan,Breast cancer metastatic,0.04195804195804196
TREATS,Phenylpropionates,Breast Carcinoma,0.03796203796203796
TREATS,Cobalt 60 teletherapy,Breast Carcinoma,0.03796203796203796
TREATS,Forequarter amputation,Malignant neoplasm of breast,0.1928071928071928
TREATS,abarelix,Malignant neoplasm of breast,0.1928071928071928
TREATS,Endocrine therapy,bilateral breast cancer,0.000999000999000999
TREATS,SU 11248,Malignant neoplasm of breast,0.1928071928071928
TREATS,Epoetin Alfa,Malignant neoplasm of breast,0.1928071928071928
TREATS,"Laser Therapy, Low-Level",Noninfiltrating Intraductal Carcinoma,0.012987012987012988
TREATS,Methotrexate,stage IIIB breast cancer,0.0
TREATS,ID-1,Malignant neoplasm of breast,0.1928071928071928
TREATS,Blood Transfusion,Breast cancer metastatic,0.04195804195804196
TREATS,Alprazolam,Malignant neoplasm of breast,0.1928071928071928
TREATS,Tacrolimus,Malignant neoplasm of breast,0.1928071928071928
TREATS,Syngeneic bone marrow transplant,Malignant neoplasm of breast,0.1928071928071928
TREATS,Suicide Gene Therapy,Breast cancer recurrent,0.02197802197802198
TREATS,Gemzar,Malignant neoplasm of breast,0.1928071928071928
TREATS,tPA-PAI complex|AMY2A|EPB42|PRH1|BLOC1S6,Breast Carcinoma,0.03796203796203796
TREATS,Transmission Electron Microscopes,Malignant neoplasm of breast,0.1928071928071928
TREATS,2-methoxyestradiol,Breast Carcinoma,0.03796203796203796
TREATS,Duet,Malignant neoplasm of breast,0.1928071928071928
METHOD_OF,Risk Assessment,breast cancer prevention,0.0
TREATS,Recombinant Epidermal Growth Factor,Malignant neoplasm of breast,0.1928071928071928
TREATS,Therapeutic regimen,Breast cancer metastatic,0.04195804195804196
TREATS,Doxorubicin,Breast cancer stage III,0.007992007992007992
TREATS,Laser photocoagulation,Breast Carcinoma,0.03796203796203796
PROCESS_OF,Apoptosis,Noninfiltrating Intraductal Carcinoma,0.012987012987012988
TREATS,Taxol,Breast cancer recurrent,0.02197802197802198
TREATS,Maxillary right second molar abutment,Malignant neoplasm of breast,0.1928071928071928
TREATS,Mastectomy,Familial cancer of breast,0.0
TREATS,sargramostim,Breast cancer metastatic,0.04195804195804196
TREATS,LGD 1069,Breast Carcinoma,0.03796203796203796
METHOD_OF,Therapeutic Effect,breast cancer prevention,0.0
TREATS,N-desmethyltamoxifen,Malignant neoplasm of breast,0.1928071928071928
TREATS,Urokinase,Noninfiltrating Intraductal Carcinoma,0.012987012987012988
TREATS,cyanine dye 5,Breast Carcinoma,0.03796203796203796
TREATS,Automation Systems,Breast Carcinoma,0.03796203796203796
TREATS,Riboflavin,Malignant neoplasm of breast,0.1928071928071928
TREATS,antibody therapy,Malignant neoplasm of breast,0.1928071928071928
PROCESS_OF,extracellular transport,Malignant neoplasm of breast,0.1928071928071928
TREATS,salmon calcitonin,Malignant neoplasm of breast,0.1928071928071928
TREATS,Therapeutic vaccine,Malignant neoplasm of breast,0.1928071928071928
METHOD_OF,Caloric Restriction,breast cancer prevention,0.0
TREATS,Chromogranin A,Malignant neoplasm of breast,0.1928071928071928
PROCESS_OF,Intercellular Communication,Breast cancer metastatic,0.04195804195804196
TREATS,Steroid therapy,Breast Carcinoma,0.03796203796203796
TREATS,Systemic Therapy,Breast cancer stage III,0.007992007992007992
TREATS,"Hysterectomy, Vaginal",Malignant neoplasm of breast,0.1928071928071928
TREATS,Music Therapy,Malignant neoplasm of breast,0.1928071928071928
TREATS,enzyme therapy,Breast cancer metastatic,0.04195804195804196
TREATS,adduct,Malignant neoplasm of breast,0.1928071928071928
TREATS,Electroconvulsive Therapy,Breast cancer metastatic,0.04195804195804196
TREATS,Tranilast,Malignant neoplasm of breast,0.1928071928071928
TREATS,Quercetin,Malignant neoplasm of breast,0.1928071928071928
TREATS,Acupressure,Malignant neoplasm of breast,0.1928071928071928
TREATS,Neoadjuvant Therapy,"Carcinoma, Ductal, Breast",0.004995004995004995
TREATS,cytarabine liposomal,Breast cancer metastatic,0.04195804195804196
TREATS,Removes,Breast Carcinoma,0.03796203796203796
TREATS,Neupogen,Malignant neoplasm of breast,0.1928071928071928
TREATS,Toremifene Citrate,Breast cancer metastatic,0.04195804195804196
TREATS,Bypass surgery,Malignant neoplasm of breast,0.1928071928071928
TREATS,Somatomedins,Breast cancer invasive NOS,0.00999000999000999
TREATS,halichondrin B,Malignant neoplasm of breast,0.1928071928071928
TREATS,Controllers,Malignant neoplasm of breast,0.1928071928071928
TREATS,Scissors,Malignant neoplasm of breast,0.1928071928071928
TREATS,Progesterone,Breast cancer invasive NOS,0.00999000999000999
