PREDICATE,SUBJECT_NAME,OBJECT_NAME,Factuality_Score,Cancer_Type,Category,text
PREVENTS,VIRMA gene|VIRMA,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,VIRMA gene|VIRMA Malignant neoplasm of breast
PREVENTS,euphorbia factor L1,Secondary malignant neoplasm of breast,0.0,Female Breast Cancer,Medical Procedures,euphorbia factor L1 Secondary malignant neoplasm of breast
PREVENTS,Cyclin-Dependent Kinase Inhibitor p16|CDKN2A,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Cyclin-Dependent Kinase Inhibitor p16|CDKN2A Malignant neoplasm of breast
PREVENTS,resveratrol,Secondary malignant neoplasm of breast,0.0,Female Breast Cancer,Medical Procedures,resveratrol Secondary malignant neoplasm of breast
PREVENTS,cabergoline,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,cabergoline Malignant neoplasm of breast
PREVENTS,Hemocoagulase,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Hemocoagulase Malignant neoplasm of breast
PREVENTS,COG2,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,COG2 Malignant neoplasm of breast
PREVENTS,Reexcision,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Reexcision Malignant neoplasm of breast
PREVENTS,zeaxanthin,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,zeaxanthin Malignant neoplasm of breast
PREVENTS,Melatonin,Breast cancer metastatic,0.0369630369630369,Female Breast Cancer,Medical Procedures,Melatonin Breast cancer metastatic
PREVENTS,CD4 gene|CD4,Breast cancer metastatic,0.0369630369630369,Female Breast Cancer,Medical Procedures,CD4 gene|CD4 Breast cancer metastatic
PREVENTS,F2RL2|PARD3,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,F2RL2|PARD3 Malignant neoplasm of breast
PREVENTS,Apigenin,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Apigenin Malignant neoplasm of breast
PREVENTS,Proto-Oncogenes,Breast cancer metastatic,0.0369630369630369,Female Breast Cancer,Medical Procedures,Proto-Oncogenes Breast cancer metastatic
PREVENTS,Tumor Suppressor Genes,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Tumor Suppressor Genes Malignant neoplasm of breast
PREVENTS,early identification,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,early identification Malignant neoplasm of breast
PREVENTS,Amino Acids,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Amino Acids Malignant neoplasm of breast
PREVENTS,"TGFB1 protein, human|TGFB1",Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,"TGFB1 protein, human|TGFB1 Malignant neoplasm of breast"
PREVENTS,Methylnitrosourea,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Methylnitrosourea Malignant neoplasm of breast
PREVENTS,Prevention,Breast cancer recurrent,0.0429570429570429,Recurrent Breast Cancer,Medical Procedures,Prevention Breast cancer recurrent
PREVENTS,breast cancer prevention,Noninfiltrating Intraductal Carcinoma,0.0019980019980019,Female Breast Cancer,Medical Procedures,breast cancer prevention Noninfiltrating Intraductal Carcinoma
PREVENTS,Contraceptive methods,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Contraceptive methods Malignant neoplasm of breast
PREVENTS,Procarbazine,Breast Carcinoma,0.0289710289710289,Female Breast Cancer,Medical Procedures,Procarbazine Breast Carcinoma
PREVENTS,Clomiphene,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Clomiphene Malignant neoplasm of breast
PREVENTS,Fenretinide,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Fenretinide Malignant neoplasm of breast
PREVENTS,Human Chorionic Gonadotropin,Breast Carcinoma,0.0289710289710289,Female Breast Cancer,Medical Procedures,Human Chorionic Gonadotropin Breast Carcinoma
PREVENTS,Fatty acid glycerol esters,bilateral breast cancer,0.0,Female Breast Cancer,Medical Procedures,Fatty acid glycerol esters bilateral breast cancer
PREVENTS,isoflavonoids,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,isoflavonoids Malignant neoplasm of breast
PREVENTS,Scourge,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Scourge Malignant neoplasm of breast
PREVENTS,Selenium,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Selenium Malignant neoplasm of breast
PREVENTS,2-hydroxyestrone,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,2-hydroxyestrone Malignant neoplasm of breast
USES,research study,breast cancer prevention,0.0269730269730269,Other,Medical Procedures,research study breast cancer prevention
PREVENTS,Catechol O-Methyltransferase,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Catechol O-Methyltransferase Malignant neoplasm of breast
PREVENTS,Splenectomy,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Splenectomy Malignant neoplasm of breast
PREVENTS,PPAR gamma,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,PPAR gamma Malignant neoplasm of breast
PREVENTS,Inositol,Breast Carcinoma,0.0289710289710289,Female Breast Cancer,Medical Procedures,Inositol Breast Carcinoma
PREVENTS,synthetic peptide,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,synthetic peptide Malignant neoplasm of breast
PREVENTS,Telomerase,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Telomerase Malignant neoplasm of breast
PREVENTS,High Density Lipoprotein Cholesterol,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,High Density Lipoprotein Cholesterol Malignant neoplasm of breast
PREVENTS,Tocotrienols,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Tocotrienols Malignant neoplasm of breast
PREVENTS,"tocotrienol, delta",Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,"tocotrienol, delta Malignant neoplasm of breast"
PREVENTS,FASN gene|FASN,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,FASN gene|FASN Malignant neoplasm of breast
PREVENTS,related compounds,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,related compounds Malignant neoplasm of breast
PREVENTS,Protein Kinase C Alpha,"Carcinoma, Ductal, Breast",0.0,Female Breast Cancer,Medical Procedures,"Protein Kinase C Alpha Carcinoma, Ductal, Breast"
PREVENTS,AR gene|AR,Breast cancer recurrent,0.0429570429570429,Recurrent Breast Cancer,Medical Procedures,AR gene|AR Breast cancer recurrent
PREVENTS,Cholesterol,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Cholesterol Malignant neoplasm of breast
PREVENTS,CFP,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,CFP Malignant neoplasm of breast
PREVENTS,"1,4-dioxin",Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,"1,4-dioxin Malignant neoplasm of breast"
PREVENTS,Benzoic Acid,Breast cancer metastatic,0.0369630369630369,Female Breast Cancer,Medical Procedures,Benzoic Acid Breast cancer metastatic
PREVENTS,PTPN1 gene|PTPN1,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,PTPN1 gene|PTPN1 Malignant neoplasm of breast
PREVENTS,Oleic Acid,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Oleic Acid Malignant neoplasm of breast
PREVENTS,glutathione S-transferase M1,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,glutathione S-transferase M1 Malignant neoplasm of breast
PREVENTS,PGR gene|PGR,Noninfiltrating Intraductal Carcinoma,0.0019980019980019,Female Breast Cancer,Medical Procedures,PGR gene|PGR Noninfiltrating Intraductal Carcinoma
PREVENTS,Etidronate,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Etidronate Malignant neoplasm of breast
PREVENTS,FLT1 gene|FLT1,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,FLT1 gene|FLT1 Malignant neoplasm of breast
PREVENTS,Calpain,Breast cancer metastatic,0.0369630369630369,Female Breast Cancer,Medical Procedures,Calpain Breast cancer metastatic
USES,"Clinical Trials, Phase III",breast cancer prevention,0.0269730269730269,Other,Medical Procedures,"Clinical Trials, Phase III breast cancer prevention"
PREVENTS,Interleukin-6,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Interleukin-6 Malignant neoplasm of breast
PREVENTS,RPS6KA5 gene|RPS6KA5,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,RPS6KA5 gene|RPS6KA5 Malignant neoplasm of breast
PREVENTS,Transforming Growth Factor beta,Breast cancer metastatic,0.0369630369630369,Female Breast Cancer,Medical Procedures,Transforming Growth Factor beta Breast cancer metastatic
PREVENTS,nephronectin|NPNT,Breast Carcinoma,0.0289710289710289,Female Breast Cancer,Medical Procedures,nephronectin|NPNT Breast Carcinoma
PREVENTS,SULT1E1,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,SULT1E1 Malignant neoplasm of breast
PREVENTS,ARHGEF5 gene|ARHGEF5,Breast cancer metastatic,0.0369630369630369,Female Breast Cancer,Medical Procedures,ARHGEF5 gene|ARHGEF5 Breast cancer metastatic
PREVENTS,Taurine,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Taurine Malignant neoplasm of breast
PREVENTS,Curcumin,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Curcumin Malignant neoplasm of breast
PREVENTS,Pecten spp. extract,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Pecten spp. extract Malignant neoplasm of breast
PREVENTS,letrozole,Breast cancer metastatic,0.0369630369630369,Female Breast Cancer,Medical Procedures,letrozole Breast cancer metastatic
PREVENTS,letrozole,Breast cancer recurrent,0.0429570429570429,Recurrent Breast Cancer,Medical Procedures,letrozole Breast cancer recurrent
PREVENTS,Mandibular right lateral incisor abutment,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Mandibular right lateral incisor abutment Malignant neoplasm of breast
PREVENTS,bilirubin uridine-diphosphoglucuronosyl transferase 1A10|UGT1A10,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,bilirubin uridine-diphosphoglucuronosyl transferase 1A10|UGT1A10 Malignant neoplasm of breast
PREVENTS,SUN1,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,SUN1 Malignant neoplasm of breast
PREVENTS,lipofectamine 2000,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,lipofectamine 2000 Malignant neoplasm of breast
PREVENTS,ARL6IP5,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,ARL6IP5 Malignant neoplasm of breast
PREVENTS,Tubal sterilization,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Tubal sterilization Malignant neoplasm of breast
PREVENTS,Glutamine,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Glutamine Malignant neoplasm of breast
PREVENTS,Human Chorionic Gonadotropin|CGA|HTC2|CGB5,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Human Chorionic Gonadotropin|CGA|HTC2|CGB5 Malignant neoplasm of breast
PREVENTS,celecoxib,Breast Carcinoma,0.0289710289710289,Female Breast Cancer,Medical Procedures,celecoxib Breast Carcinoma
PREVENTS,MTRR,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,MTRR Malignant neoplasm of breast
PREVENTS,C2,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,C2 Malignant neoplasm of breast
PREVENTS,FST gene|FST,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,FST gene|FST Malignant neoplasm of breast
PREVENTS,Placebos,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Placebos Malignant neoplasm of breast
PREVENTS,maspin|SERPINB5,Breast cancer metastatic,0.0369630369630369,Female Breast Cancer,Medical Procedures,maspin|SERPINB5 Breast cancer metastatic
PREVENTS,prevention through information dissemination,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,prevention through information dissemination Malignant neoplasm of breast
PREVENTS,Phenylalanine,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Phenylalanine Malignant neoplasm of breast
PREVENTS,celecoxib,Breast cancer recurrent,0.0429570429570429,Recurrent Breast Cancer,Medical Procedures,celecoxib Breast cancer recurrent
PREVENTS,Epidermal growth factor receptor inhibitor,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Hormonal Treatments,Epidermal growth factor receptor inhibitor Malignant neoplasm of breast
PREVENTS,Steroidal Aromatase Inhibitor,Breast cancer invasive NOS,0.0129870129870129,Female Breast Cancer,Hormonal Treatments,Steroidal Aromatase Inhibitor Breast cancer invasive NOS
PREVENTS,Fertility Agents,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Fertility Agents Malignant neoplasm of breast
PREVENTS,HIF1alpha protein,Breast Carcinoma,0.0289710289710289,Female Breast Cancer,Medical Procedures,HIF1alpha protein Breast Carcinoma
PREVENTS,ACACA|BMS1,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,ACACA|BMS1 Malignant neoplasm of breast
PREVENTS,Diterpenes,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Diterpenes Malignant neoplasm of breast
PREVENTS,Niacinamide,Breast cancer recurrent,0.0429570429570429,Recurrent Breast Cancer,Medical Procedures,Niacinamide Breast cancer recurrent
PREVENTS,neem oil,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,neem oil Malignant neoplasm of breast
PREVENTS,Matrix Metalloproteinase Inhibitors,Carcinoma breast stage IV,0.0,Female Breast Cancer,Medical Procedures,Matrix Metalloproteinase Inhibitors Carcinoma breast stage IV
PREVENTS,propranolol,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,propranolol Malignant neoplasm of breast
PREVENTS,MIR494 gene|MIR494,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,MIR494 gene|MIR494 Malignant neoplasm of breast
PREVENTS,Resistance Training,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Resistance Training Malignant neoplasm of breast
PREVENTS,FBXW7 gene|FBXW7,Breast Carcinoma,0.0289710289710289,Female Breast Cancer,Medical Procedures,FBXW7 gene|FBXW7 Breast Carcinoma
PREVENTS,HOXB3 gene|HOXB3,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,HOXB3 gene|HOXB3 Malignant neoplasm of breast
PREVENTS,Proton Pump Inhibitors,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Proton Pump Inhibitors Malignant neoplasm of breast
PREVENTS,NF-kappa B,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,NF-kappa B Malignant neoplasm of breast
PREVENTS,C-reactive protein,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,C-reactive protein Malignant neoplasm of breast
PREVENTS,zinc,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,zinc Malignant neoplasm of breast
PREVENTS,pentoxifylline,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,pentoxifylline Malignant neoplasm of breast
PREVENTS,salinomycin,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,salinomycin Malignant neoplasm of breast
PREVENTS,Clinical Breast Examination,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Clinical Breast Examination Malignant neoplasm of breast
PREVENTS,lithium,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,lithium Malignant neoplasm of breast
PREVENTS,"PIK3CB protein, human|PIK3CB",Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,"PIK3CB protein, human|PIK3CB Malignant neoplasm of breast"
PREVENTS,ethanol,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,ethanol Malignant neoplasm of breast
PREVENTS,Recombinant Human Chorionic Gonadotropin,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Recombinant Human Chorionic Gonadotropin Malignant neoplasm of breast
PREVENTS,Mepitel Film,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Mepitel Film Malignant neoplasm of breast
PREVENTS,MACC1 gene|MACC1,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,MACC1 gene|MACC1 Malignant neoplasm of breast
PREVENTS,carvedilol,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,carvedilol Malignant neoplasm of breast
PREVENTS,SGO1 gene|SGO1,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,SGO1 gene|SGO1 Malignant neoplasm of breast
PREVENTS,green tea extract,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,green tea extract Malignant neoplasm of breast
PREVENTS,secreted frizzled related protein 1,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,secreted frizzled related protein 1 Malignant neoplasm of breast
PREVENTS,MKI67 gene|MKI67,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,MKI67 gene|MKI67 Malignant neoplasm of breast
PREVENTS,mitoxantrone,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,mitoxantrone Malignant neoplasm of breast
PREVENTS,KDM3A gene|KDM3A,Triple Negative Breast Neoplasms,0.0339660339660339,Female Breast Cancer,Medical Procedures,KDM3A gene|KDM3A Triple Negative Breast Neoplasms
PREVENTS,beta carotene,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,beta carotene Malignant neoplasm of breast
PREVENTS,Ibuprofen,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Ibuprofen Malignant neoplasm of breast
PREVENTS,Limonins,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Limonins Malignant neoplasm of breast
PREVENTS,tibolone,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,tibolone Malignant neoplasm of breast
PREVENTS,MAP2K1 gene|MAP2K1,Breast cancer recurrent,0.0429570429570429,Recurrent Breast Cancer,Medical Procedures,MAP2K1 gene|MAP2K1 Breast cancer recurrent
PREVENTS,Mimosine,Sporadic Breast Carcinoma,0.0019980019980019,Female Breast Cancer,Medical Procedures,Mimosine Sporadic Breast Carcinoma
PREVENTS,Lactones,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Lactones Malignant neoplasm of breast
PREVENTS,beta-adrenergic receptor,Breast cancer metastatic,0.0369630369630369,Female Breast Cancer,Hormonal Treatments,beta-adrenergic receptor Breast cancer metastatic
PREVENTS,Polysaccharides,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Polysaccharides Malignant neoplasm of breast
PREVENTS,MSC gene|MSC,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,MSC gene|MSC Malignant neoplasm of breast
PREVENTS,cyclin-dependent kinase inhibitor 1B|CDKN1B,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,cyclin-dependent kinase inhibitor 1B|CDKN1B Malignant neoplasm of breast
PREVENTS,Cancer-Predisposing Gene,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Cancer-Predisposing Gene Malignant neoplasm of breast
PREVENTS,Ovariohysterectomy,Breast Carcinoma,0.0289710289710289,Female Breast Cancer,Medical Procedures,Ovariohysterectomy Breast Carcinoma
PREVENTS,Polycyclic Hydrocarbons,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Polycyclic Hydrocarbons Malignant neoplasm of breast
PREVENTS,Oral contraception,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Oral contraception Malignant neoplasm of breast
PREVENTS,Fibronectins,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Fibronectins Malignant neoplasm of breast
PREVENTS,Fertility Agents,Breast Carcinoma,0.0289710289710289,Female Breast Cancer,Medical Procedures,Fertility Agents Breast Carcinoma
PREVENTS,TNFSF10 gene|TNFSF10,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,TNFSF10 gene|TNFSF10 Malignant neoplasm of breast
PREVENTS,anthracene,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,anthracene Malignant neoplasm of breast
PREVENTS,Evista,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Evista Malignant neoplasm of breast
PREVENTS,PPAR gamma,Breast Carcinoma,0.0289710289710289,Female Breast Cancer,Medical Procedures,PPAR gamma Breast Carcinoma
PREVENTS,Anti-Inflammatory Agents,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Anti-Inflammatory Agents Malignant neoplasm of breast
PREVENTS,"2,3-bis(3'-hydroxybenzyl)butyrolactone",Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,"2,3-bis(3'-hydroxybenzyl)butyrolactone Malignant neoplasm of breast"
PREVENTS,argatroban,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,argatroban Malignant neoplasm of breast
PREVENTS,bexarotene,Breast Carcinoma,0.0289710289710289,Female Breast Cancer,Medical Procedures,bexarotene Breast Carcinoma
PREVENTS,Enzymes,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Enzymes Malignant neoplasm of breast
METHOD_OF,Risk Assessment,breast cancer prevention,0.0269730269730269,Other,Medical Procedures,Risk Assessment breast cancer prevention
PREVENTS,Caffeine,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Caffeine Malignant neoplasm of breast
PREVENTS,SCH 57068,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,SCH 57068 Malignant neoplasm of breast
METHOD_OF,Therapeutic Effect,breast cancer prevention,0.0269730269730269,Other,Medical Procedures,Therapeutic Effect breast cancer prevention
PREVENTS,UGT2B7,Breast Carcinoma,0.0289710289710289,Female Breast Cancer,Medical Procedures,UGT2B7 Breast Carcinoma
PREVENTS,Estrone,Breast Carcinoma,0.0289710289710289,Female Breast Cancer,Medical Procedures,Estrone Breast Carcinoma
PREVENTS,agonists,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,agonists Malignant neoplasm of breast
PREVENTS,polo-like kinase 1,Breast cancer metastatic,0.0369630369630369,Female Breast Cancer,Medical Procedures,polo-like kinase 1 Breast cancer metastatic
PREVENTS,Proteins,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Proteins Malignant neoplasm of breast
PREVENTS,genistin,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,genistin Malignant neoplasm of breast
PREVENTS,CLOCK,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,CLOCK Malignant neoplasm of breast
PREVENTS,MicroRNAs,Breast cancer metastatic,0.0369630369630369,Female Breast Cancer,Medical Procedures,MicroRNAs Breast cancer metastatic
PREVENTS,fasudil,Breast cancer metastatic,0.0369630369630369,Female Breast Cancer,Medical Procedures,fasudil Breast cancer metastatic
PREVENTS,LRRC3B gene|LRRC3B,Breast cancer recurrent,0.0429570429570429,Recurrent Breast Cancer,Medical Procedures,LRRC3B gene|LRRC3B Breast cancer recurrent
PREVENTS,RUNX1 gene|RUNX1,Breast cancer metastatic,0.0369630369630369,Female Breast Cancer,Medical Procedures,RUNX1 gene|RUNX1 Breast cancer metastatic
PREVENTS,Prh protein|HHEX|PRLH,Breast cancer invasive NOS,0.0129870129870129,Female Breast Cancer,Medical Procedures,Prh protein|HHEX|PRLH Breast cancer invasive NOS
PREVENTS,Adrenergic Antagonists,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Hormonal Treatments,Adrenergic Antagonists Malignant neoplasm of breast
PREVENTS,TBPL1 gene|TBPL1,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,TBPL1 gene|TBPL1 Malignant neoplasm of breast
PREVENTS,Detection,"Carcinoma, Ductal, Breast",0.0,Female Breast Cancer,Medical Procedures,"Detection Carcinoma, Ductal, Breast"
PREVENTS,dabigatran etexilate,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,dabigatran etexilate Malignant neoplasm of breast
PREVENTS,RPS27L,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,RPS27L Malignant neoplasm of breast
PREVENTS,breast cancer prevention,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,breast cancer prevention Malignant neoplasm of breast
COEXISTS_WITH,Group education,breast cancer prevention,0.0269730269730269,Other,Medical Procedures,Group education breast cancer prevention
PREVENTS,anastrozole,Breast cancer recurrent,0.0429570429570429,Recurrent Breast Cancer,Medical Procedures,anastrozole Breast cancer recurrent
PREVENTS,RU 16117,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,RU 16117 Malignant neoplasm of breast
PREVENTS,FOXM1,Breast cancer recurrent,0.0429570429570429,Recurrent Breast Cancer,Medical Procedures,FOXM1 Breast cancer recurrent
PREVENTS,Adiponectin,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Adiponectin Malignant neoplasm of breast
PREVENTS,flavone,Breast cancer metastatic,0.0369630369630369,Female Breast Cancer,Medical Procedures,flavone Breast cancer metastatic
PREVENTS,Plant Preparations,Breast cancer invasive NOS,0.0129870129870129,Female Breast Cancer,Medications,Plant Preparations Breast cancer invasive NOS
PREVENTS,Choline,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Choline Malignant neoplasm of breast
PREVENTS,diallyl disulfide,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,diallyl disulfide Malignant neoplasm of breast
PREVENTS,IL1RN,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,IL1RN Malignant neoplasm of breast
PREVENTS,exemestane 25 MG,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,exemestane 25 MG Malignant neoplasm of breast
PREVENTS,Naloxone,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Naloxone Malignant neoplasm of breast
PREVENTS,MIRN181A gene|MIR181A2,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,MIRN181A gene|MIR181A2 Malignant neoplasm of breast
