PREDICATION_ID,SENTENCE_ID,PMID,PREDICATE,SUBJECT_CUI,SUBJECT_NAME,SUBJECT_SEMTYPE,SUBJECT_NOVELTY,OBJECT_CUI,OBJECT_NAME,OBJECT_SEMTYPE,OBJECT_NOVELTY,unk1,unk2,unk3
192060572,363893064,33614999,TREATS,C1276413,Therapeutic regimen,topp,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
192083709,363946675,33049205,AFFECTS,C0022924,Lactates,orch,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
192090456,363963220,33621798,PREVENTS,C1705768,Contralateral Prophylactic Mastectomy,topp,1,C1096616,contralateral breast cancer,neop,1,\N,\N,\N
192094895,363973890,33622869,TREATS,C0243077,inhibitors,chvf,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
192094896,363973891,33622869,TREATS,C2267020,Estrogen Receptor Inhibitor [EPC],phsu,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
192106776,364001879,33053908,PREVENTS,C0602970,chrysoeriol,orch,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
192111333,364012901,33626427,TREATS,C0074027,sanguinarine,orch,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
192118848,364028847,33628241,ASSOCIATED_WITH,C0728747,trastuzumab,aapp,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
192118849,364028848,33628241,ASSOCIATED_WITH,C0728747,trastuzumab,aapp,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
192132987,364058337,33630669,TREATS,C0279025,Hormone Therapy,topp,1,C4733095,HER2-negative breast cancer,neop,1,\N,\N,\N
192142495,364079935,33632929,COEXISTS_WITH,C0020517,Hypersensitivity,patf,1,C4733095,HER2-negative breast cancer,neop,1,\N,\N,\N
192161818,364090107,33633972,COEXISTS_WITH,C0334094,Proliferation (morphologic abnormality),patf,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
192161822,364090113,33633972,COEXISTS_WITH,C0027651,Neoplasms,neop,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
192161823,364090115,33633972,TREATS,C5392214,Neoadjuvant Chemotherapy,topp,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
192161849,364121807,33639324,DIAGNOSES,C0041618,Ultrasonography,diap,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
192161851,364121810,33639324,TREATS,C5392214,Neoadjuvant Chemotherapy,topp,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
192174498,364150679,33638154,TREATS,C0279025,Hormone Therapy,topp,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
192185486,364174421,33640948,TREATS,C5392214,Neoadjuvant Chemotherapy,topp,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
192209617,364227828,33085032,TREATS,C0279025,Hormone Therapy,topp,1,C4733090,hormone receptor/growth factor receptor-negative breast cancer,neop,1,\N,\N,\N
192209668,364227922,33125672,TREATS,C0024881,Mastectomy,topp,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
192289469,364413658,33673305,TREATS,C0039286,tamoxifen,phsu,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
192289473,364413660,33673305,TREATS,C0039286,tamoxifen,phsu,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
192322062,364493069,33661797,TREATS,C5392214,Neoadjuvant Chemotherapy,topp,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
192339214,364531444,33667252,TREATS,C5392214,Neoadjuvant Chemotherapy,topp,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
192339217,364531449,33667252,TREATS,C5392214,Neoadjuvant Chemotherapy,topp,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
192339238,364531481,33667252,TREATS,C5392214,Neoadjuvant Chemotherapy,topp,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
192354813,364567327,33664949,TREATS,C5392214,Neoadjuvant Chemotherapy,topp,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
192354816,364567330,33664949,TREATS,C0040808,Treatment Protocols,topp,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
192370031,364602760,33677779,TREATS,C2350866,eribulin,orch,1,C4733095,HER2-negative breast cancer,neop,1,\N,\N,\N
192402316,364674684,33594769,TREATS,C0677922,Ovarian ablation,topp,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
192403256,364665511,33688948,TREATS,C1277189,Urgent referral,hlca,1,C1277190,Suspected breast cancer,fndg,1,\N,\N,\N
192429678,364746492,33667527,TREATS,C1506770,lapatinib,orch,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
192429681,364746494,33667527,ASSOCIATED_WITH,C0069515|2064,erbB-2 Receptor|ERBB2,aapp,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
192429684,364746497,33667527,TREATS,C1506770,lapatinib,phsu,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
192432101,364753300,33705623,TREATS,C5392214,Neoadjuvant Chemotherapy,topp,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
192432111,364753315,33705623,TREATS,C0010583,cyclophosphamide,phsu,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
192432112,364753315,33705623,TREATS,C0016360,fluorouracil,phsu,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
192432113,364753315,33705623,ASSOCIATED_WITH,C0069515,erbB-2 Receptor,aapp,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
192432117,364753315,33705623,TREATS,C0085752,Adriamycin,orch,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
192459585,364794297,33708885,ASSOCIATED_WITH,C0252912,Flap Endonuclease-1,aapp,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
192459591,364794301,33708885,DIAGNOSES,C0021044,Immunohistochemistry,diap,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
192488549,364877864,33715231,TREATS,C0185115,Extraction,topp,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
192497403,364895191,33716636,LOCATION_OF,C0222601,Left breast,bpoc,1,C1096616,contralateral breast cancer,neop,1,\N,\N,\N
192525291,364955077,33721451,TREATS,C0935916,fulvestrant,phsu,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
192525302,364955080,33721451,TREATS,C0935916,fulvestrant,phsu,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
192536210,364981750,33722705,TREATS,C0006864,Cannabinoids,orch,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
192537445,364984395,33722849,TREATS,C0243077,inhibitors,chvf,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
192537457,364984410,33722849,TREATS,C0243077,inhibitors,chvf,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
192541407,364991441,33723394,TREATS,C2350866,eribulin,orch,1,C4733095,HER2-negative breast cancer,neop,1,\N,\N,\N
192590453,365101228,33732370,TREATS,C0039286,tamoxifen,orch,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
192590472,365101244,33732370,TREATS,C1176020,sunitinib,orch,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
192590473,365101244,33732370,TREATS,C2987417,ponatinib,orch,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
192616763,365164646,33745427,TREATS,C0039286,tamoxifen,orch,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
192640807,365220142,33735487,TREATS,C0677850,Adjuvant Therapy,topp,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
192647791,365238414,33737682,ASSOCIATED_WITH,C0796392,bevacizumab,aapp,1,C4733095,HER2-negative breast cancer,neop,1,\N,\N,\N
192647792,365238415,33737682,TREATS,C0392920,Chemotherapy Regimen,topp,1,C4733095,HER2-negative breast cancer,neop,1,\N,\N,\N
192660495,365266308,33740100,TREATS,C0010583,cyclophosphamide,phsu,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
192660496,365266308,33740100,TREATS,C0013089,doxorubicin,orch,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
192660497,365266308,33740100,TREATS,C0016360,fluorouracil,phsu,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
192660498,365266308,33740100,TREATS,C5392214,Neoadjuvant Chemotherapy,topp,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
192675995,365301767,33751406,TREATS,C0677850,Adjuvant Therapy,topp,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
192696485,365349382,33756165,TREATS,C0085076,Mammaplasty,topp,1,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
192696490,365349387,33756165,TREATS,C0085076,Mammaplasty,topp,1,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
192696491,365349387,33756165,TREATS,C0191893,Bilateral subcutaneous mammectomy,topp,1,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
192699751,365360336,33757458,TREATS,C3846112,"Radiosurgery, Stereotactic",topp,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
192716389,365397282,33761225,TREATS,C1515119,Systemic Therapy,topp,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
192716390,365397283,33761226,TREATS,C1515119,Systemic Therapy,topp,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
192743032,365457236,33766090,COEXISTS_WITH,C0332448,Infiltration,patf,1,C4733092,estrogen receptor-negative breast cancer,neop,1,\N,\N,\N
192743041,365457262,33766090,ASSOCIATED_WITH,C0082978,Interferon Regulatory Factor 8,aapp,1,C4733092,estrogen receptor-negative breast cancer,neop,1,\N,\N,\N
192790452,365563075,33777799,TREATS,C0279025,Hormone Therapy,topp,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
192797850,365580527,33779721,PREDISPOSES,C0037369,Smoking,inbe,1,C1096616,contralateral breast cancer,neop,1,\N,\N,\N
192805014,365597815,33781053,TREATS,C0013216,Pharmacotherapy,topp,1,C4733095,HER2-negative breast cancer,neop,1,\N,\N,\N
192805015,365597815,33781053,TREATS,C4042960,talazoparib,phsu,1,C4733095,HER2-negative breast cancer,neop,1,\N,\N,\N
192845791,365687954,33789967,TREATS,C0279025,Hormone Therapy,topp,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
192881485,365766149,33147053,ASSOCIATED_WITH,C0909825,claudin 3,aapp,1,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
192881494,365766168,33147053,ASSOCIATED_WITH,C2718006,Claudins,aapp,1,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
192898153,365806819,33800852,ASSOCIATED_WITH,C0005515,Biological Factors,bacs,0,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
192918106,365857056,33806019,ASSOCIATED_WITH,C1367307|6774,STAT3 gene|STAT3,gngm,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
192936292,365901377,33810567,PREDISPOSES,C0250564,Syndecan-4,aapp,1,C4733092,estrogen receptor-negative breast cancer,neop,1,\N,\N,\N
192942761,365916170,33818899,TREATS,C0246415,docetaxel,phsu,1,C4733095,HER2-negative breast cancer,neop,1,\N,\N,\N
192969193,365972004,33818049,AFFECTS,C4720919,Post-mastectomy radiotherapy,topp,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
192972988,365980853,33466512,PROCESS_OF,C0596290,Cell Proliferation,celf,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
192972992,365980857,33466512,TREATS,C0912024,apigenin,orch,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
192982709,366006048,33821576,TREATS,C5392212,Neoadjuvant Radiotherapy,topp,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
193014245,366079436,33827682,ASSOCIATED_WITH,C0256079|1385,CREB-binding protein|CREB1,aapp,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
193108912,366256243,33841325,ASSOCIATED_WITH,C0034804,Estrogen Receptors,aapp,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
193174061,366436453,33856137,DIAGNOSES,C0024671,Mammography,diap,1,C1096616,contralateral breast cancer,neop,1,\N,\N,\N
193174062,366436453,33856137,DIAGNOSES,C0041618,Ultrasonography,diap,1,C1096616,contralateral breast cancer,neop,1,\N,\N,\N
193174063,366436453,33856137,DIAGNOSES,C0598801,Diffusion weighted imaging,diap,1,C1096616,contralateral breast cancer,neop,1,\N,\N,\N
193174078,366436462,33856137,DIAGNOSES,C0598801,Diffusion weighted imaging,diap,1,C1096616,contralateral breast cancer,neop,1,\N,\N,\N
193204992,366505019,33860388,TREATS,C0600558,Neoadjuvant Therapy,topp,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
193281299,366647143,33875787,TREATS,C0279025,Hormone Therapy,topp,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
193320874,366796717,33406297,TREATS,C5392214,Neoadjuvant Chemotherapy,topp,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
193333000,366829038,33888121,COEXISTS_WITH,C0332448,Infiltration,patf,1,C4733092,estrogen receptor-negative breast cancer,neop,1,\N,\N,\N
193346001,366858837,33894309,ASSOCIATED_WITH,C1422572|57591,MRTFA gene|MKL1,gngm,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
193357460,366886426,33891352,TREATS,C1515119,Systemic Therapy,topp,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
193361782,366896784,33893289,COEXISTS_WITH,C5206719,Advanced Breast Carcinoma,neop,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
193440324,367077362,33912444,TREATS,C0072980,sirolimus,antb,1,C4733094,progesterone receptor-positive breast cancer,neop,1,\N,\N,\N
193568462,367381603,33937624,DIAGNOSES,C0199230,Screening for cancer,diap,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
193574242,367395917,33939116,TREATS,C0677850,Adjuvant Therapy,topp,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
193609835,367484836,33953182,TREATS,C0013216,Pharmacotherapy,topp,1,C4733095,HER2-negative breast cancer,neop,1,\N,\N,\N
193610958,367487278,33953499,TREATS,C1831735,Tomotherapy,topp,1,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
193662186,367604058,33963696,PREVENTS,C1705768,Contralateral Prophylactic Mastectomy,topp,1,C1096616,contralateral breast cancer,neop,1,\N,\N,\N
193669280,367619468,33964859,PREDISPOSES,C0278252,Prognosis bad,fndg,1,C4733092,estrogen receptor-negative breast cancer,neop,1,\N,\N,\N
193674918,367631995,33966175,TREATS,C1874451,Basis,phsu,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
193686135,367655429,33968680,TREATS,C5392214,Neoadjuvant Chemotherapy,topp,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
193713586,367720928,33974886,NEG_TREATS,C0279025,Hormone Therapy,topp,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
193719880,367735285,33976419,MEASURES,C0010995,Data Collection,resa,1,C1096616,contralateral breast cancer,neop,1,\N,\N,\N
193722738,367741832,33977073,PROCESS_OF,C0007595,Cell Growth,celf,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
193875574,368087624,34006822,ASSOCIATED_WITH,9332,CD163,gngm,0,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
193875575,368087624,34006822,ASSOCIATED_WITH,C1420200|6523,SLC5A1 gene|SLC5A1,gngm,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
193875915,368088266,34006898,TREATS,C0013216,Pharmacotherapy,topp,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
193900547,368145628,34011560,TREATS,C0014930,Estrogen Antagonists,phsu,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
193900548,368145629,34011560,ASSOCIATED_WITH,C1704723|2260,FGFR1 wt Allele|FGFR1,gngm,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
193900559,368145641,34011560,ASSOCIATED_WITH,C1704723|2260,FGFR1 wt Allele|FGFR1,gngm,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
193900560,368145642,34011560,ASSOCIATED_WITH,C1704723|2260,FGFR1 wt Allele|FGFR1,gngm,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
193908706,368162177,34013318,ASSOCIATED_WITH,C1825598,IMPACT gene,gngm,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
193937449,368227580,34018684,ASSOCIATED_WITH,C0665341,Estrogen Receptor alpha,aapp,1,C4733092,estrogen receptor-negative breast cancer,neop,1,\N,\N,\N
193994919,368362951,34032802,TREATS,C1706912,BARRIER,medd,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
193994923,368362953,34032802,TREATS,C1706912,BARRIER,medd,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
194004635,368384835,34035221,ASSOCIATED_WITH,C0665341,Estrogen Receptor alpha,gngm,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
194004636,368384835,34035221,ASSOCIATED_WITH,C1826525|56957,OTUD7B gene|OTUD7B,gngm,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
194004783,368385142,34035258,LOCATION_OF,C1166848,late endosome,celc,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
194008620,368393705,34036235,ASSOCIATED_WITH,C0796392,bevacizumab,aapp,1,C4733095,HER2-negative breast cancer,neop,1,\N,\N,\N
194008624,368393715,34036235,TREATS,C0013216,Pharmacotherapy,topp,1,C4733095,HER2-negative breast cancer,neop,1,\N,\N,\N
194012940,368403700,34037346,TREATS,C0078257,vinorelbine,orch,1,C4733095,HER2-negative breast cancer,neop,1,\N,\N,\N
194012941,368403700,34037346,TREATS,C2346836,apatinib,orch,1,C4733095,HER2-negative breast cancer,neop,1,\N,\N,\N
194035128,368458622,34043149,ASSOCIATED_WITH,C1825002|503637,DUXAP8 gene|DUXAP8,gngm,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
194035129,368458622,34043149,ASSOCIATED_WITH,C3540306|84793,FOXD2-AS1 gene|FOXD2-AS1,gngm,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
194035130,368458622,34043149,ASSOCIATED_WITH,C3812456|100506190,LINC00963 gene|LINC00963,gngm,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
194039674,368470600,34043821,TREATS,C5392214,Neoadjuvant Chemotherapy,topp,1,C4733095,HER2-negative breast cancer,neop,1,\N,\N,\N
194061064,368519234,34047951,TREATS,C0015252,removal technique,topp,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
194092674,368590381,34059020,TREATS,C5392214,Neoadjuvant Chemotherapy,topp,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
194110952,368636099,34063475,ASSOCIATED_WITH,C0376515|596,BCL2 gene|BCL2,gngm,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
194161745,368756048,34082777,PART_OF,C0040300,Body tissue,tisu,1,C0860581,Mucinous breast cancer,neop,1,\N,\N,\N
194168088,368769714,34084284,ASSOCIATED_WITH,C1826484|81788,NUAK2 gene|NUAK2,gngm,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
194190089,368818797,34094666,AFFECTS,C0021059,Immunologic Surveillance,orgf,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
194196886,368833200,34097428,TREATS,C5392214,Neoadjuvant Chemotherapy,topp,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
194196915,368833206,34097428,ASSOCIATED_WITH,C1425514|84868,HAVCR2 gene|HAVCR2,gngm,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
194196916,368833206,34097428,ASSOCIATED_WITH,C1456336,"lymphocyte-activation gene 3 protein, human",gngm,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
194196917,368833206,34097428,ASSOCIATED_WITH,C1823649|201633,TIGIT gene|TIGIT,gngm,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
194196919,368833207,34097428,ASSOCIATED_WITH,C1425514|84868,HAVCR2 gene|HAVCR2,gngm,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
194196920,368833207,34097428,ASSOCIATED_WITH,C1456336,"lymphocyte-activation gene 3 protein, human",gngm,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
194196921,368833207,34097428,ASSOCIATED_WITH,C1823649|201633,TIGIT gene|TIGIT,gngm,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
194201483,368844233,34098564,MEASURES,C1510438,Assay,lbpr,1,C0860581,Mucinous breast cancer,neop,1,\N,\N,\N
194211327,368866737,34101078,TREATS,C0279025,Hormone Therapy,topp,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
194216125,368878586,34090143,DIAGNOSES,C0679560,Genetic screening method,lbpr,1,C4733095,HER2-negative breast cancer,neop,1,\N,\N,\N
194219223,368886766,34101624,AFFECTS,C0005525,Biological Response Modifiers,imft,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
194219763,368887945,34101751,TREATS,C0013216,Pharmacotherapy,topp,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
194219764,368887946,34101751,TREATS,C0013216,Pharmacotherapy,topp,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
194219976,368888459,34101806,TREATS,C0039286,tamoxifen,phsu,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
194252611,368962124,34108561,TREATS,C5392214,Neoadjuvant Chemotherapy,topp,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
194252857,368962702,34108622,ASSOCIATED_WITH,1019,CDK4,aapp,0,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
194252858,368962702,34108622,ASSOCIATED_WITH,C1451512,Discoidin Domain Receptor 1,aapp,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
194278485,369006983,34113081,TREATS,C0039286,tamoxifen,phsu,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
194279101,369007514,34113127,TREATS,C0279025,Hormone Therapy,topp,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
194291719,369050578,34069442,TREATS,C0039286,tamoxifen,phsu,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
194309674,369091465,34070748,PREVENTS,C0947745,Breast Therapy,topp,1,C1096616,contralateral breast cancer,neop,1,\N,\N,\N
194320490,369077506,34117261,NEG_AFFECTS,C0279025,Hormone Therapy,topp,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
194329198,369102791,34073371,DIAGNOSES,C1168005,Alpha tumour necrosis factor measurement,lbpr,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
194329199,369102792,34073371,TREATS,C0013227,Pharmaceutical Preparations,phsu,0,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
194329201,369102792,34073371,NEG_AFFECTS,C0039286,tamoxifen,orch,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
194329210,369102800,34073371,DIAGNOSES,C1168005,Alpha tumour necrosis factor measurement,lbpr,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
194354316,369197721,34126209,TREATS,C0144576,paclitaxel,orch,1,C4733095,HER2-negative breast cancer,neop,1,\N,\N,\N
194354317,369197721,34126209,TREATS,C1506770,lapatinib,orch,1,C4733095,HER2-negative breast cancer,neop,1,\N,\N,\N
194388457,369280286,34130640,TREATS,C0085533,"Chemotherapy, Adjuvant",topp,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
194390765,369285084,34131114,AFFECTS,C0279025,Hormone Therapy,topp,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
194398970,369303052,33148628,LOCATION_OF,C1515974,Anatomic Site,blor,1,C0860581,Mucinous breast cancer,neop,1,\N,\N,\N
194399132,369303417,33439725,TREATS,C5392214,Neoadjuvant Chemotherapy,topp,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
194453343,369436598,34143979,TREATS,C0144576,paclitaxel,orch,1,C4733095,HER2-negative breast cancer,neop,1,\N,\N,\N
194453344,369436598,34143979,TREATS,C2316164,olaparib,orch,1,C4733095,HER2-negative breast cancer,neop,1,\N,\N,\N
194453345,369436598,34143979,TREATS,C4055109,durvalumab,phsu,1,C4733095,HER2-negative breast cancer,neop,1,\N,\N,\N
194453351,369436605,34143979,TREATS,C5392214,Neoadjuvant Chemotherapy,topp,1,C4733095,HER2-negative breast cancer,neop,1,\N,\N,\N
194458227,369447722,34145174,TREATS,C2346836,apatinib,orch,1,C4733095,HER2-negative breast cancer,neop,1,\N,\N,\N
194463589,369460309,34087344,TREATS,C0013216,Pharmacotherapy,topp,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
194488163,369494772,34149926,ASSOCIATED_WITH,C1415659|3202,HOXA5 gene|HOXA5,gngm,1,C2938924,estrogen receptor-positive breast cancer,neop,1,\N,\N,\N
194497898,369531635,34151842,TREATS,C5392214,Neoadjuvant Chemotherapy,topp,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
194497905,369531641,34151842,TREATS,C5392214,Neoadjuvant Chemotherapy,topp,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
194497919,369531654,34151842,TREATS,C5392214,Neoadjuvant Chemotherapy,topp,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
194497923,369531658,34151842,PART_OF,C0040300,Body tissue,tisu,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
194497925,369531658,34151842,TREATS,C5392214,Neoadjuvant Chemotherapy,topp,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
194521104,369587771,34096366,TREATS,C0024881,Mastectomy,topp,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
194523942,369594289,34157485,PREDISPOSES,C0798503,Challenge:Type:Point in time:^Patient:Nominal,clna,1,C4733095,HER2-negative breast cancer,neop,1,\N,\N,\N
194523947,369594299,34157485,TREATS,C0199176,Prophylactic treatment,topp,1,C4733095,HER2-negative breast cancer,neop,1,\N,\N,\N
194527054,369602220,34158245,ASSOCIATED_WITH,C0079459|1437|3918,Granulocyte Colony-Stimulating Factor|CSF2|LAMC2,aapp,1,C3495949,Locally advanced breast cancer,neop,1,\N,\N,\N
194532483,369609473,34158743,TREATS,C0009429,Combined Modality Therapy,topp,1,C4733095,HER2-negative breast cancer,neop,1,\N,\N,\N
194547112,369644803,34161883,TREATS,C0013216,Pharmacotherapy,topp,1,C4733095,HER2-negative breast cancer,neop,1,\N,\N,\N
194547118,369644806,34161883,TREATS,C5392214,Neoadjuvant Chemotherapy,topp,1,C4733095,HER2-negative breast cancer,neop,1,\N,\N,\N
